Chapter,Verse,Google Translate,Kemenag,King Fahd,Fahd - Google,Kemenag - Google,Fahd - Kemenag
2,143,"Dan demikianlah Kami telah menjadikan kamu umat yang adil, agar kamu menjadi saksi atas manusia, dan agar Rasul menjadi saksi atas kamu. Dan tidaklah Kami jadikan kiblat yang biasa kamu tuju, melainkan agar Kami jelaskan siapa yang akan mengikuti Rasul dan siapa yang akan berpaling darinya. Dan sungguh, kiblat itu besar, kecuali bagi orang-orang yang telah diberi petunjuk oleh Allah. Dan Allah tidak akan membiarkan orang-orang yang sesat itu tersesat. Imanmu. Sesungguhnya Allah Maha Pemurah lagi Maha Penyayang terhadap manusia.","Dan demikian pula Kami telah menjadikan kamu (umat Islam) ""umat pertengahan"" agar kamu menjadi saksi atas (perbuatan) manusia dan agar Rasul (Muhammad) menjadi saksi atas (perbuatan) kamu. Kami tidak menjadikan kiblat yang (dahulu) kamu (berkiblat) kepadanya melainkan agar kami mengetahui siapa yang mengikuti Rasul dan siapa yang berbalik ke belakang. Sungguh, (pemindahan kiblat) itu sangat berat, kecuali bagi orang yang telah diberi petunjuk oleh Allah. Dan Allah tidak akan menyia-nyiakan imanmu. Sungguh, Allah Maha Pengasih, Maha Penyayang kepada manusia.","Dan demikian (pula) Kami telah menjadikan kamu (umat Islam), umat yang adil dan pilihan agar kamu menjadi saksi atas (perbuatan) manusia dan agar rasul (Muhammad) menjadi saksi atas (perbuatan) kamu.  Dan Kami tidak menetapkan kiblat yang menjadi kiblatmu (sekarang) melainkan agar Kami mengetahui (supaya nyata) siapa yang mengikuti rasul dan siapa yang membelot.  Dan sungguh (pemindahan kiblat) itu terasa amat berat, kecuali bagi orang-orang yang telah diberi petunjuk oleh Allah; dan Allah tidak akan menyia-nyiakan imanmu.  Sesungguhnya Allah Maha Pengasih lagi Maha Penyayang kepada manusia.",0.8707438,0.80937654,0.9072882
2,144,"Sesungguhnya Kami telah melihat wajahmu condong ke langit, maka Kami pasti akan memalingkanmu ke kiblat yang kamu senangi. Maka, hadapkanlah wajahmu ke arah Masjidil Haram. Di mana pun kamu berada, hadapkanlah wajahmu ke arahnya. Dan sesungguhnya orang-orang yang diberi Kitab Suci mengetahui bahwa Kitab itu benar-benar dari Tuhan mereka. Dan Allah sekali-kali tidak lengah dari apa yang mereka kerjakan.","Kami melihat wajahmu (Muhammad) sering menengadah ke langit, maka akan Kami palingkan engkau ke kiblat yang engkau senangi. Maka hadapkanlah wajahmu ke arah Masjidilharam. Dan di mana saja engkau berada, hadapkanlah wajahmu ke arah itu. Dan sesungguhnya orang-orang yang diberi Kitab (Taurat dan Injil) tahu, bahwa (pemindahan kiblat) itu adalah kebenaran dari Tuhan mereka. Dan Allah tidak lengah terhadap apa yang mereka kerjakan.","Sungguh Kami (sering) melihat mukamu menengadah ke langit, maka sungguh Kami akan memalingkan kamu ke kiblat yang kamu sukai.  Palingkanlah mukamu ke arah Masjidil Haram.  Dan dimana saja kamu berada, palingkanlah mukamu ke arahnya.  Dan sesungguhnya orang-orang (Yahudi dan Nasrani) yang diberi Alkitab (Taurat dan Injil) memang mengetahui bahwa berpaling ke Masjidil Haram itu adalah benar dari Tuhan-nya; dan Allah sekali-kali tidak lengah dari apa yang mereka kerjakan.",0.6949909,0.8701297,0.7391329
2,145,"Dan seandainya kamu datangkan kepada orang-orang yang diberi Kitab Suci segala macam tanda, niscaya mereka tidak akan mengikuti kiblatmu. Kamu juga tidak akan mengikuti kiblat mereka, dan sebagian mereka tidak akan mengikuti kiblat sebagian yang lain. Dan seandainya kamu mengikuti hawa nafsu mereka setelah datang kepadamu ilmu pengetahuan, niscaya kamu termasuk orang-orang yang zalim.","Dan walaupun engkau (Muhammad) memberikan semua ayat (keterangan) kepada orang-orang yang diberi kitab itu, mereka tidak akan mengikuti kiblatmu, dan engkau pun tidak akan mengikuti kiblat mereka. Sebagian mereka tidak akan mengikuti kiblat sebagian yang lain. Dan jika engkau mengikuti keinginan mereka setelah sampai ilmu kepadamu, niscaya engkau termasuk orang-orang zalim.","Dan sesungguhnya jika kamu mendatangkan kepada orang-orang (Yahudi dan Nasrani) yang diberi Alkitab (Taurat dan Injil), semua ayat (keterangan), mereka tidak akan mengikuti kiblatmu, dan kamu pun tidak akan mengikuti kiblat mereka, dan sebagian mereka pun tidak akan mengikuti kiblat sebagian yang lain.  Dan sesungguhnya jika kamu mengikuti keinginan mereka setelah datang ilmu kepadamu, sesungguhnya kamu kalau begitu termasuk golongan orang-orang yang zalim.",0.8496113,0.884995,0.81425333
2,146," Orang-orang yang telah Kami berikan Kitab Suci mengenalnya sebagaimana mereka mengenal anak-anak mereka sendiri. Tetapi sesungguhnya sebagian dari mereka menyembunyikan kebenaran, padahal mereka mengetahuinya.","Orang-orang yang telah Kami beri Kitab (Taurat dan Injil) mengenalnya (Muhammad) seperti mereka mengenal anak-anak mereka sendiri. Sesungguhnya sebagian mereka pasti menyembunyikan kebenaran, padahal mereka mengetahui(nya).","Orang-orang (Yahudi dan Nasrani) yang telah Kami beri Alkitab (Taurat dan Injil) mengenal Muhammad seperti mereka mengenal anak-anaknya sendiri.  Dan sesungguhnya sebagian di antara mereka menyembunyikan kebenaran, padahal mereka mengetahui.",0.8239,0.90700376,0.8992783
2,147," Kebenaran itu datangnya dari Tuhanmu, karena itu janganlah kamu termasuk orang-orang yang ragu.","Kebenaran itu dari Tuhanmu, maka janganlah sekali-kali engkau (Muhammad) termasuk orang-orang yang ragu.","Kebenaran itu adalah dari Tuhan-mu, sebab itu jangan sekali-kali kamu termasuk orang-orang yang ragu.",0.90412724,0.80321974,0.76778924
2,148,"Dan bagi masing-masing ada kiblatnya, maka bersegeralah kamu untuk berbuat baik. Di mana pun kamu berada, niscaya Allah akan mengumpulkan kamu semuanya. Sesungguhnya Allah Maha Kuasa atas segala sesuatu.","Dan setiap umat mempunyai kiblat yang dia menghadap kepadanya. Maka berlomba-lombalah kamu dalam kebaikan. Di mana saja kamu berada pasti Allah akan mengumpulkan kamu semuanya. Sungguh, Allah Mahakuasa atas segala sesuatu.","Dan bagi tiap-tiap umat ada kiblatnya (sendiri) yang ia menghadap kepadanya.  Maka berlomba-lombalah (dalam berbuat) kebaikan.  Di mana saja kamu berada, pasti Allah akan mengumpulkan kamu sekalian (pada hari kiamat).  Sesungguhnya Allah Maha Kuasa atas segala sesuatu.",0.91005886,0.91987526,0.93092
2,149," Dan dari mana pun kamu keluar, hadapkanlah wajahmu ke arah Masjidil Haram. Sesungguhnya, itu adalah kebenaran dari Tuhanmu. Dan Allah sekali-kali tidak lengah dari apa yang kamu kerjakan.","Dan dari mana pun engkau (Muhammad) keluar, hadapkanlah wajahmu ke arah Masjidilharam, sesungguhnya itu benar-benar ketentuan dari Tuhanmu. Allah tidak lengah terhadap apa yang kamu kerjakan.","Dan dari mana saja kamu keluar, maka palingkanlah wajahmu ke arah Masjidil Haram; sesungguhnya ketentuan itu benar-benar sesuatu yang hak dari Tuhan-mu. Dan Allah sekali-kali tidak lengah dari apa yang kamu kerjakan.",0.9219618,0.9257748,0.8894522
2,150,"Dan dari mana pun kamu keluar, hadapkan wajahmu ke arah Masjidil Haram. Dan di mana pun kamu berada, hadapkan wajahmu ke arahnya agar manusia tidak memiliki argumen terhadapmu, kecuali orang-orang yang zalim di antara mereka. Maka janganlah kamu takut kepada mereka, tetapi takutlah kepada-Ku, dan agar Aku menyempurnakan nikmat-Ku kepadamu dan agar kamu mendapat petunjuk.","Dan dari mana pun engkau (Muhammad) keluar, maka hadapkanlah wajahmu ke arah Masjidilharam. Dan di mana saja kamu berada, maka hadapkanlah wajahmu ke arah itu, agar tidak ada alasan bagi manusia (untuk menentangmu), kecuali orang-orang yang zalim di antara mereka. Janganlah kamu takut kepada mereka, tetapi takutlah kepada-Ku, agar Aku sempurnakan nikmat-Ku kepadamu, dan agar kamu mendapat petunjuk.","Dan dari mana saja kamu keluar, maka palingkanlah wajahmu ke arah Masjidil Haram. Dan dimana saja kamu (sekalian) berada, maka palingkanlah wajahmu ke arahnya, agar tidak ada hujah bagi manusia atas kamu, kecuali orang-orang yang zalim diantara mereka. Maka janganlah kamu takut kepada mereka dan takutlah kepada-Ku.  Dan agar Ku-sempurnakan nikmat-Ku atasmu, dan supaya kamu mendapat petunjuk.",0.9476383,0.9007277,0.89736104
2,151," Sebagaimana Kami telah mengutus seorang Rasul dari tengah-tengah kamu, yang membacakan ayat-ayat Kami kepadamu, dan menyucikanmu, dan mengajarkan kepadamu Kitab, Hikmah, dan mengajarkan kepadamu apa yang belum kamu ketahui.","Sebagaimana Kami telah mengutus kepadamu seorang Rasul (Muhammad) dari (kalangan) kamu yang membacakan ayat-ayat Kami, menyucikan kamu dan mengajarkan kepadamu Kitab (Alquran) dan Hikmah (Sunah), serta mengajarkan apa yang belum kamu ketahui.","Sebagaimana (Kami telah menyempurnakan nikmat Kami kepadamu) Kami telah mengutus kepadamu rasul diantara kamu yang membacakan ayat-ayat Kami kepada kamu dan menyucikan kamu dan mengajarkan kepadamu Alkitab dan Al-Hikmah, serta mengajarkan kepada kamu apa yang belum kamu ketahui.",0.898793,0.8846363,0.845114
2,152,"Maka ingatlah Aku, niscaya Aku mengingatmu. Dan bersyukurlah kepada-Ku, dan janganlah kamu mengingkari-Ku.","Maka ingatlah kepada-Ku, Aku pun akan ingat kepadamu. Bersyukurlah kepada-Ku, dan janganlah kamu ingkar kepada-Ku.","Karena itu, ingatlah kamu kepada-Ku niscaya Aku ingat (pula) kepadamu, dan bersyukurlah kepada-Ku, dan janganlah kamu mengingkari (nikmat)-Ku.",0.8666744,0.829179,0.8657379
2,153," Wahai orang-orang yang beriman, mintalah pertolongan dengan sabar dan salat. Sesungguhnya Allah beserta orang-orang yang sabar.","Wahai orang-orang yang beriman! Mohonlah pertolongan (kepada Allah) dengan sabar dan salat. Sungguh, Allah beserta orang-orang yang sabar.","Hai orang-orang yang beriman, mintalah pertolongan (kepada Allah) dengan sabar dan salat, sesungguhnya Allah beserta orang-orang yang sabar.",0.9726977,0.9157176,0.89272326
2,154," Dan janganlah kamu mengatakan terhadap orang-orang yang gugur di jalan Allah: ""Mereka itu mati."" Bahkan mereka itu hidup, tetapi kamu tidak menyadarinya.","Dan janganlah kamu mengatakan orang-orang yang terbunuh di jalan Allah (mereka) telah mati. Sebenarnya (mereka) hidup,  tetapi kamu tidak menyadarinya.","Dan janganlah kamu mengatakan terhadap orang-orang yang gugur di jalan Allah (bahwa mereka itu) mati, bahkan (sebenarnya) mereka itu hidup, tetapi kamu tidak menyadarinya.",0.96634436,0.8515521,0.8699659
2,155," Dan sungguh-sungguh akan Kami berikan cobaan kepadamu, dengan sedikit ketakutan, kelaparan, kekurangan harta, jiwa dan buah-buahan. Dan sampaikanlah kabar gembira kepada orang-orang yang sabar.","Dan Kami pasti akan menguji kamu dengan sedikit ketakutan, kelaparan, kekurangan harta, jiwa, dan buah-buahan. Dan sampaikanlah kabar gembira kepada orang-orang yang sabar,","Dan sungguh akan Kami berikan cobaan kepadamu dengan sedikit ketakutan, kelaparan, kekurangan harta, jiwa dan buah-buahan.  Dan berikanlah berita gembira kepada orang-orang yang sabar,",0.9642209,0.87670267,0.88062537
2,156, Orang-orang yang ketika tertimpa musibah berkata: “Sesungguhnya kami milik Allah dan kepada-Nyalah kami kembali.”,"(yaitu) orang-orang yang apabila ditimpa musibah, mereka berkata ""Innā lillāhi wa innā ilaihi rāji'ūn""  (sesungguhnya kami milik Allah dan kepada-Nyalah kami kembali).","(yaitu) orang-orang yang apabila ditimpa musibah, mereka mengucapkan, Innā lillāhi wa innā ilayhi rājiʻūn.",0.65356696,0.84862316,0.8358898
2,157,Mereka itulah yang memperoleh keberkahan dan rahmat dari Tuhan mereka. Dan mereka itulah orang-orang yang mendapat petunjuk.,"Mereka itulah yang memperoleh ampunan dan rahmat dari Tuhannya, dan mereka itulah orang-orang yang mendapat petunjuk.","Mereka itulah yang mendapat keberkahan yang sempurna dan rahmat dari Tuhan mereka, dan mereka itulah orang-orang yang mendapat petunjuk.",0.9824668,0.921015,0.9142595
2,158," Sesungguhnya Safa dan Marwah termasuk syiar Allah. Maka barangsiapa yang berhaji ke Baitullah atau umrah, maka tidak ada dosa baginya untuk berjalan di antara keduanya. Dan barangsiapa yang bersedekah dengan baik, maka sesungguhnya Allah Maha Mensyukuri dan Maha Mengetahui.","Sesungguhnya Safa dan Marwah merupakan sebagian syiar (agama) Allah. Maka barang siapa beribadah haji ke Baitullah atau berumrah, tidak ada dosa baginya mengerjakan sai antara keduanya. Dan barang siapa dengan kerelaan hati mengerjakan kebajikan, maka Allah Maha Mensyukuri,  Maha Mengetahui.","Sesungguhnya Shafā dan Marwa adalah sebagian dari syiar Allah.  Maka barang siapa yang beribadah haji ke Baitullah atau berumrah, maka tidak ada dosa baginya mengerjakan sai antara keduanya.  Dan barang siapa yang mengerjakan suatu kebajikan dengan kerelaan hati, maka sesungguhnya Allah Maha Mensyukuri kebaikan lagi Maha Mengetahui.",0.73110116,0.79697627,0.8593397
2,159," Sesungguhnya orang-orang yang menyembunyikan apa yang Kami turunkan berupa keterangan-keterangan dan petunjuk, setelah Kami jelaskan kepada manusia dalam Kitab, mereka itu dilaknat oleh Allah dan dilaknat oleh orang-orang yang mengutuk.","Sungguh, orang-orang yang menyembunyikan apa yang telah Kami turunkan berupa keterangan-keterangan dan petunjuk, setelah Kami jelaskan kepada manusia dalam Kitab (Alquran), mereka itulah yang dilaknat Allah dan dilaknat (pula) oleh orang-orang yang melaknat,","Sesungguhnya orang-orang yang menyembunyikan apa yang telah Kami turunkan berupa keterangan-keterangan (yang jelas) dan petunjuk, setelah Kami menerangkannya kepada manusia dalam Alkitab, mereka itu dilaknati Allah dan dilaknati (pula) oleh semua (makhluk) yang dapat melaknati,",0.9321815,0.9567822,0.9158587
2,160,"Kecuali orang-orang yang bertaubat, memperbaiki diri, dan menyatakan (imannya). Mereka itu, Aku akan menerima taubat mereka, dan Aku Maha Penerima taubat lagi Maha Penyayang.","kecuali mereka yang telah bertobat, mengadakan perbaikan dan menjelaskan(nya), mereka itulah yang Aku terima tobatnya dan Akulah Yang Maha Penerima tobat, Maha Penyayang.","kecuali mereka yang telah bertobat dan mengadakan perbaikan dan menerangkan (kebenaran); maka terhadap mereka itu, Aku menerima tobatnya dan Aku-lah Yang Maha Menerima tobat lagi Maha Penyayang.",0.7714143,0.7900547,0.9486451
2,161," Sesungguhnya orang-orang yang kafir dan mati dalam keadaan kafir, atas mereka kutukan Allah, para malaikat dan manusia semuanya.","Sungguh, orang-orang yang kafir dan mati dalam keadaan kafir, mereka itu mendapat laknat Allah, para malaikat dan manusia seluruhnya,","Sesungguhnya orang-orang kafir dan mereka mati dalam keadaan kafir, mereka itu mendapat laknat Allah, para Malaikat, dan manusia seluruhnya.",0.9285992,0.9148353,0.9739663
2,162, Mereka akan kekal di dalamnya. Hukuman mereka tidak akan diringankan dan mereka tidak akan diberi tangguh.,"mereka kekal di dalamnya (laknat), tidak akan diringankan azabnya, dan mereka tidak diberi penangguhan.",Mereka kekal di dalam laknat itu; tidak akan diringankan siksa dari mereka dan tidak (pula) mereka diberi tangguh.,0.7276709,0.7484511,0.81799525
2,163," Dan Tuhanmu adalah Tuhan Yang Maha Esa. Tidak ada Tuhan selain Dia, Yang Maha Pengasih lagi Maha Penyayang.","Dan Tuhan kamu adalah Tuhan Yang Maha Esa, tidak ada tuhan selain Dia, Yang Maha Pengasih, Maha Penyayang.","Dan Tuhan-mu adalah Tuhan Yang Maha Esa; tidak ada Tuhan (yang berhak disembah) melainkan Dia, Yang Maha Pemurah lagi Maha Penyayang.",0.8013041,0.8853146,0.8565607
2,164,"Sesungguhnya dalam penciptaan langit dan bumi, silih bergantinya malam dan siang, bahtera yang berlayar di laut dengan apa yang bermanfaat bagi manusia, dan apa yang Allah turunkan dari langit berupa air, lalu dengan air itu dihidupkan-Nya bumi setelah mati, dan Dia tebarkan di bumi segala macam binatang melata, dan perputaran angin dan awan yang terkendali antara langit dan bumi, benar-benar terdapat tanda-tanda bagimu. Dan bumi itu merupakan tanda-tanda bagi kaum yang berakal.","Sesungguhnya pada penciptaan langit dan bumi, pergantian malam dan siang, kapal yang berlayar di laut dengan (muatan) yang bermanfaat bagi manusia, apa yang diturunkan Allah dari langit berupa air, lalu dengan itu dihidupkan-Nya bumi setelah mati (kering), dan Dia tebarkan di dalamnya bermacam-macam binatang, dan perkisaran angin dan awan yang dikendalikan antara langit dan bumi, (semua itu) sungguh, merupakan tanda-tanda (kebesaran Allah) bagi orang-orang yang mengerti.","Sesungguhnya dalam penciptaan langit dan bumi, silih bergantinya malam dan siang, bahtera yang berlayar di laut membawa apa yang berguna bagi manusia, dan apa yang Allah turunkan dari langit berupa air, lalu dengan air itu Dia hidupkan bumi sesudah mati (kering)nya, dan Dia sebarkan di bumi itu segala jenis hewan, dan pengisaran angin dan awan yang dikendalikan antara langit dan bumi; sungguh (terdapat) tanda-tanda (keesaan dan kebesaran Allah) bagi kaum yang memikirkan.",0.9156434,0.86852586,0.8325347
2,165,"Dan di antara manusia ada orang-orang yang menjadikan tandingan-tandingan Allah sebagai milik mereka, mereka mencintai tandingan-tandingan itu sebagaimana mereka mencintai Allah. Tetapi orang-orang yang beriman lebih kuat cintanya kepada Allah. Dan seandainya orang-orang yang zalim itu menyadari, ketika mereka melihat azab, bahwa sesungguhnya kekuatan itu milik Allah dan bahwa Allah amat keras siksaan-Nya.","Dan di antara manusia ada orang yang menyembah tuhan selain Allah sebagai tandingan, yang mereka cintai seperti mencintai Allah. Adapun orang-orang yang beriman sangat besar cintanya kepada Allah. Sekiranya orang-orang yang berbuat zalim itu melihat, ketika mereka melihat azab (pada hari Kiamat), bahwa kekuatan itu semuanya milik Allah dan bahwa Allah sangat berat azab-Nya (niscaya mereka menyesal).","Dan diantara manusia ada orang-orang yang menyembah tandingan-tandingan selain Allah; mereka mencintainya sebagaimana mereka mencintai Allah.  Adapun orang-orang yang beriman sangat cinta kepada Allah.  Dan jika seandainya orang-orang yang berbuat zalim itu mengetahui ketika mereka melihat siksa (pada hari kiamat) bahwa kekuatan itu kepunyaan Allah semuanya, dan bahwa Allah amat berat siksaan-Nya (niscaya mereka menyesal).",0.89990187,0.8017449,0.92881465
2,166," Ketika orang-orang yang diikuti itu berpisah dari orang-orang yang mengikuti, lalu mereka melihat azab, dan terputuslah semua hubungan di antara mereka.","(Yaitu) ketika orang-orang yang diikuti berlepas tangan dari orang-orang yang mengikuti, dan mereka melihat azab, dan (ketika) segala hubungan antara mereka terputus.","(Yaitu) ketika orang-orang yang diikuti itu berlepas diri dari orang-orang yang mengikutinya, dan mereka melihat siksa; dan (ketika) segala hubungan antara mereka terputus sama sekali.",0.9317464,0.9308773,0.93266696
2,167,"Dan orang-orang yang mengikuti berkata, “Seandainya kami diberi kesempatan sekali lagi, maka kami pun dapat berkhianat kepada mereka sebagaimana mereka pun berkhianat kepada kami.” Demikianlah Allah memperlihatkan kepada mereka perbuatan mereka sebagai penyesalan atas mereka, dan mereka tidak akan keluar dari api neraka.","Dan orang-orang yang mengikuti berkata, ""Sekiranya kami mendapat kesempatan (kembali ke dunia), tentu kami akan berlepas tangan dari mereka, sebagaimana mereka berlepas tangan dari kami."" Demikianlah Allah memperlihatkan kepada mereka perbuatan mereka yang menjadi penyesalan mereka. Dan mereka tidak akan ke luar dari api neraka.","Dan berkatalah orang-orang yang mengikuti, ""Seandainya kami dapat kembali (ke dunia), pasti kami akan berlepas diri dari mereka, sebagaimana mereka berlepas diri dari kami"". Demikianlah Allah memperlihatkan kepada mereka amal perbuatannya menjadi sesalan bagi mereka; dan sekali-kali mereka tidak akan keluar dari api neraka.",0.7343075,0.8300759,0.884432
2,168," Hai manusia, makanlah yang halal dan baik dari apa pun yang ada di bumi, dan janganlah kamu mengikuti jejak setan. Sesungguhnya setan itu musuh yang nyata bagimu.","Wahai manusia! Makanlah dari (makanan) yang halal dan baik yang terdapat di bumi, dan janganlah kamu mengikuti langkah-langkah setan. Sungguh, setan itu musuh yang nyata bagimu.","Hai sekalian manusia, makanlah yang halal lagi baik dari apa yang terdapat di bumi, dan janganlah kamu mengikuti langkah-langkah setan, karena sesungguhnya setan itu adalah musuh yang nyata bagimu.",0.97994864,0.9640673,0.97007436
2,169," Dia hanya memerintahkan kamu berbuat jahat dan berbuat maksiat, dan mengatakan terhadap Allah apa yang tidak kamu ketahui.","Sesungguhnya (setan) itu hanya menyuruh kamu agar berbuat jahat dan keji, dan mengatakan apa yang tidak kamu ketahui tentang Allah.","Sesungguhnya setan itu hanya menyuruh kamu berbuat jahat dan keji, dan mengatakan terhadap Allah apa yang tidak kamu ketahui.",0.69531107,0.71150076,0.9656186
2,170,"Dan apabila dikatakan kepada mereka, “Ikutilah apa yang telah diturunkan Allah,” mereka menjawab, “Sebenarnya kami akan mengikuti apa yang kami dapati dilakukan oleh bapak-bapak kami.” Padahal bapak-bapak mereka tidak mengerti sesuatu pun dan tidak pula mendapat petunjuk?","Dan apabila dikatakan kepada mereka, ""Ikutilah apa yang telah diturunkan Allah,"" mereka menjawab, ""(Tidak!) Kami mengikuti apa yang kami dapati pada nenek moyang kami (melakukannya)."" Padahal, nenek moyang mereka itu tidak mengetahui apa pun, dan tidak mendapat petunjuk.","Dan apabila dikatakan kepada mereka, ""Ikutilah apa yang telah diturunkan Allah,"" mereka menjawab, ""(Tidak), tetapi kami hanya mengikuti apa yang telah kami dapati dari (perbuatan) nenek moyang kami"". ""(Apakah mereka akan mengikuti juga), walaupun nenek moyang mereka itu tidak mengetahui suatu apa pun, dan tidak mendapat petunjuk?""",0.87029433,0.883663,0.94360936
2,171," Perumpamaan orang-orang yang kafir adalah seperti orang yang menyeru kepada sesuatu yang tidak mendengar melainkan hanya memanggil dan berteriak, tuli, bisu dan buta, maka mereka tidak mengerti.","Dan perumpamaan bagi (penyeru) orang yang kafir adalah seperti (penggembala) yang meneriaki (binatang) yang tidak mendengar selain panggilan dan teriakan. (Mereka) tuli, bisu dan buta, maka mereka tidak mengerti.","Dan perumpamaan (orang-orang yang menyeru) orang-orang kafir adalah seperti penggembala yang memanggil binatang yang tidak mendengar selain panggilan dan seruan saja.  Mereka tuli, bisu, dan buta, maka (oleh sebab itu) mereka tidak mengerti.",0.91724193,0.81287086,0.82829237
2,172," Hai orang-orang yang beriman, makanlah di antara rizki yang baik-baik yang telah Kami berikan kepadamu, dan bersyukurlah kepada Allah jika hanya kepada-Nya saja kamu menyembah.","Wahai orang-orang yang beriman! Makanlah dari rezeki yang baik yang Kami berikan kepada kamu dan bersyukurlah kepada Allah, jika kamu hanya menyembah kepada-Nya.","Hai orang-orang yang beriman, makanlah di antara rezeki yang baik-baik yang Kami berikan kepadamu dan bersyukurlah kepada Allah, jika benar-benar hanya kepada-Nya kamu menyembah.",0.96711063,0.94020236,0.95239055
2,173,"Sesungguhnya Allah hanya mengharamkan bagimu bangkai, darah, daging babi, dan hewan yang disembelih atas nama selain Allah. Barangsiapa yang terpaksa, tidak menginginkannya dan tidak pula melampaui batas, maka tidak ada dosa baginya. Sesungguhnya Allah Maha Pengampun lagi Maha Penyayang.","Sesungguhnya Dia hanya mengharamkan atasmu bangkai, darah, daging babi, dan (daging) hewan yang disembelih dengan (menyebut nama) selain Allah. Tetapi barang siapa terpaksa (memakannya), bukan karena menginginkannya dan tidak (pula) melampaui batas, maka tidak ada dosa baginya. Sungguh, Allah Maha Pengampun, Maha Penyayang.","Sesungguhnya Allah hanya mengharamkan bagimu bangkai, darah, daging babi, dan binatang yang (ketika disembelih) disebut (nama) selain Allah.  Tetapi barang siapa dalam keadaan terpaksa (memakannya) sedang dia tidak menginginkannya dan tidak (pula) melampaui batas, maka tidak ada dosa baginya.  Sesungguhnya Allah Maha Pengampun lagi Maha Penyayang.",0.95350254,0.92972517,0.9328437
2,174," Sesungguhnya orang-orang yang menyembunyikan apa yang diturunkan Allah dari Kitab (Al-Qur'an) dan menukarnya dengan harga yang sedikit, mereka itu tidak memasukkan sesuatu pun ke dalam perut mereka kecuali api neraka. Dan Allah tidak akan berbicara kepada mereka pada Hari Kiamat, dan tidak pula akan menyucikan mereka, dan bagi mereka azab yang pedih.","Sungguh, orang-orang yang menyembunyikan apa yang telah diturunkan Allah, yaitu Kitab, dan menjualnya dengan harga murah, mereka hanya menelan api neraka ke dalam perutnya, dan Allah tidak akan menyapa mereka pada hari Kiamat dan tidak akan menyucikan mereka. Mereka akan mendapat azab yang sangat pedih.","Sesungguhnya orang-orang yang menyembunyikan apa yang telah diturunkan Allah, yaitu Alkitab dan menjualnya dengan harga yang sedikit (murah), mereka itu sebenarnya tidak memakan (tidak menelan) ke dalam perutnya melainkan api, dan Allah tidak akan berbicara kepada mereka pada hari kiamat dan tidak menyucikan mereka, dan bagi mereka siksa yang amat pedih.",0.910859,0.93220544,0.8987547
2,175,"Merekalah yang membeli kesalahan dengan imbalan petunjuk, dan hukuman dengan imbalan ampunan. Maka betapa sabarnya mereka menghadapi siksa neraka!",Mereka itulah yang membeli kesesatan dengan petunjuk dan azab dengan ampunan. Maka alangkah beraninya mereka menentang api neraka!,Mereka itulah orang-orang yang membeli kesesatan dengan petunjuk dan siksa dengan ampunan.  Maka alangkah beraninya mereka menentang api neraka!,0.6641591,0.6818854,0.97361547
2,176, Yang demikian itu karena Allah telah menurunkan Kitab (Al-Qur'an) dengan membawa kebenaran. Dan sesungguhnya orang-orang yang berselisih tentang Kitab itu benar-benar berselisih paham.,"Yang demikian itu karena Allah telah menurunkan Kitab (Alquran) dengan (membawa) kebenaran, dan sesungguhnya orang-orang yang berselisih paham tentang (kebenaran) Kitab itu, mereka dalam perpecahan yang parah.","Yang demikian itu adalah karena Allah telah menurunkan Alkitab dengan membawa kebenaran; dan sesungguhnya orang-orang yang berselisih tentang (kebenaran) Alkitab itu, benar-benar dalam penyimpangan yang jauh.",0.60437584,0.86530423,0.6436544
