verse_number,arab,king_fahd,kemenag,google_translate
103,وَلَوْ أَنَّهُمْ ءَامَنُوا۟ وَٱتَّقَوْا۟ لَمَثُوبَةٌ مِّنْ عِندِ ٱللَّهِ خَيْرٌ ۖ لَّوْ كَانُوا۟ يَعْلَمُونَ,"Sesungguhnya kalau mereka beriman dan bertakwa, (niscaya mereka akan mendapat pahala), dan sesungguhnya pahala dari sisi Allah adalah lebih baik kalau mereka mengetahui.","Dan jika mereka beriman dan bertakwa, pahala dari Allah pasti lebih baik, sekiranya mereka tahu.","Dan jika mereka percaya dan takut akan perwakilan Tuhan, itu lebih baik."
104,يَـٰٓأَيُّهَا ٱلَّذِينَ ءَامَنُوا۟ لَا تَقُولُوا۟ رَٰعِنَا وَقُولُوا۟ ٱنظُرْنَا وَٱسْمَعُوا۟ ۗ وَلِلْكَـٰفِرِينَ عَذَابٌ أَلِيمٌ,"Hai orang-orang yang beriman, janganlah kamu katakan (kepada Muhammad), ""Rā`inā"", tetapi katakanlah, ""Unẓurnā"", dan ""dengarlah"".  Dan bagi orang-orang yang kafir siksaan yang pedih.","Wahai orang-orang yang beriman! Janganlah kamu katakan, Rā'inā, tetapi katakanlah, ""Unẓurnā,"" dan ""dengarkanlah. Dan orang-orang kafir akan mendapat azab yang pedih.","O, mereka yang percaya, tidak berkata, “Kami senang dengan kami dan berkata,“ Penampilan kami dan mendengarkan"
105,مَّا يَوَدُّ ٱلَّذِينَ كَفَرُوا۟ مِنْ أَهْلِ ٱلْكِتَـٰبِ وَلَا ٱلْمُشْرِكِينَ أَن يُنَزَّلَ عَلَيْكُم مِّنْ خَيْرٍ مِّن رَّبِّكُمْ ۗ وَٱللَّهُ يَخْتَصُّ بِرَحْمَتِهِۦ مَن يَشَآءُ ۚ وَٱللَّهُ ذُو ٱلْفَضْلِ ٱلْعَظِيمِ,Orang-orang kafir dari ahli kitab dan orang-orang musyrik tiada menginginkan diturunkannya sesuatu kebaikan kepadamu dari Tuhan-mu.  Dan Allah menentukan siapa yang dikehendaki-Nya (untuk diberi) rahmat-Nya (kenabian); dan Allah mempunyai karunia yang besar.,Orang-orang yang kafir dari Ahli Kitab dan orang-orang musyrik tidak menginginkan diturunkannya kepadamu suatu kebaikan dari Tuhanmu. Tetapi secara khusus Allah memberikan rahmat-Nya kepada orang yang Dia kehendaki. Dan Allah pemilik karunia yang besar.,"Apa orang yang tidak percaya dari orang -orang Raja, maupun orang politeis, akan diungkapkan kepadamu dari yang terbaik dari Tuhanmu, dan Tuhan Allah ۚ dan Tuhan adalah kebesaran"
106,۞ مَا نَنسَخْ مِنْ ءَايَةٍ أَوْ نُنسِهَا نَأْتِ بِخَيْرٍ مِّنْهَآ أَوْ مِثْلِهَآ ۗ أَلَمْ تَعْلَمْ أَنَّ ٱللَّهَ عَلَىٰ كُلِّ شَىْءٍ قَدِيرٌ,"Ayat mana saja yang Kami nasakhkan, atau Kami jadikan (manusia) lupa kepadanya, Kami datangkan yang lebih baik darinya atau yang sebanding dengannya.  Tiadakah kamu mengetahui bahwa sesungguhnya Allah Maha Kuasa atas segala sesuatu?","Ayat yang Kami batalkan atau Kami hilangkan dari ingatan, pasti Kami ganti dengan yang lebih baik atau yang sebanding dengannya. Tidakkah kamu tahu bahwa Allah Mahakuasa atas segala sesuatu?","۞ Kami tidak menyalin dari suatu waktu atau melupakannya, kami datang darinya atau menyukainya?"
107,أَلَمْ تَعْلَمْ أَنَّ ٱللَّهَ لَهُۥ مُلْكُ ٱلسَّمَـٰوَٰتِ وَٱلْأَرْضِ ۗ وَمَا لَكُم مِّن دُونِ ٱللَّهِ مِن وَلِىٍّ وَلَا نَصِيرٍ,"Tiadakah kamu mengetahui bahwa kerajaan langit dan bumi adalah kepunyaan Allah? Dan tiada bagimu, selain Allah seorang pelindung maupun seorang penolong.",Tidakkah kamu tahu bahwa Allah memiliki kerajaan langit dan bumi? Dan tidak ada bagimu pelindung dan penolong selain Allah.,Apakah Anda tidak tahu bahwa Tuhan memiliki raja surga
108,أَمْ تُرِيدُونَ أَن تَسْـَٔلُوا۟ رَسُولَكُمْ كَمَا سُئِلَ مُوسَىٰ مِن قَبْلُ ۗ وَمَن يَتَبَدَّلِ ٱلْكُفْرَ بِٱلْإِيمَـٰنِ فَقَدْ ضَلَّ سَوَآءَ ٱلسَّبِيلِ,"Apakah kamu menghendaki untuk meminta kepada rasul kamu seperti Bani Isrā`īl  meminta kepada Musa pada zaman dahulu? Dan barang siapa yang menukar iman dengan kekafiran, maka sungguh orang itu telah sesat dari jalan yang lurus.","Ataukah kamu hendak meminta kepada Rasulmu (Muhammad) seperti halnya Musa (pernah) diminta (Bani Israil) dahulu? Barang siapa mengganti iman dengan kekafiran, maka sungguh, dia telah tersesat dari jalan yang lurus.","Atau apakah Anda ingin melakukan pembawa pesan Anda, karena Musa ditanya sebelum ۗ dan siapa pun yang mengubah ketidakpercayaan pada Yang Mulia"
109,وَدَّ كَثِيرٌ مِّنْ أَهْلِ ٱلْكِتَـٰبِ لَوْ يَرُدُّونَكُم مِّنۢ بَعْدِ إِيمَـٰنِكُمْ كُفَّارًا حَسَدًا مِّنْ عِندِ أَنفُسِهِم مِّنۢ بَعْدِ مَا تَبَيَّنَ لَهُمُ ٱلْحَقُّ ۖ فَٱعْفُوا۟ وَٱصْفَحُوا۟ حَتَّىٰ يَأْتِىَ ٱللَّهُ بِأَمْرِهِۦٓ ۗ إِنَّ ٱللَّهَ عَلَىٰ كُلِّ شَىْءٍ قَدِيرٌ,"Sebagian besar ahli kitab menginginkan agar mereka dapat mengembalikan kamu kepada kekafiran setelah kamu beriman, karena dengki yang (timbul) dari diri mereka sendiri, setelah nyata bagi mereka kebenaran.  Maka maafkanlah dan biarkanlah mereka, sampai Allah mendatangkan perintah-Nya.  Sesungguhnya Allah Maha Kuasa atas segala sesuatu.","Banyak di antara Ahli Kitab menginginkan sekiranya mereka dapat mengembalikan kamu setelah kamu beriman, menjadi kafir kembali, karena rasa dengki dalam diri mereka, setelah kebenaran jelas bagi mereka. Maka maafkanlah dan berlapang dadalah, sampai Allah memberikan perintah-Nya. Sungguh, Allah Mahakuasa atas segala sesuatu.","Banyak orang Raja, jika mereka akan mengembalikan Anda dari pikiran Anda, adalah orang -orang kafir, yang tidak percaya dari diri mereka sendiri 😂 jadi, maafkan dan maafkan sampai Tuhan datang ke perintah -Nya ۗ"
110,وَأَقِيمُوا۟ ٱلصَّلَوٰةَ وَءَاتُوا۟ ٱلزَّكَوٰةَ ۚ وَمَا تُقَدِّمُوا۟ لِأَنفُسِكُم مِّنْ خَيْرٍ تَجِدُوهُ عِندَ ٱللَّهِ ۗ إِنَّ ٱللَّهَ بِمَا تَعْمَلُونَ بَصِيرٌ,"Dan dirikanlah salat dan tunaikanlah zakat.  Dan kebaikan apa saja yang kamu usahakan bagi dirimu, tentu kamu akan mendapat pahalanya pada sisi Allah.  Sesungguhnya Alah Maha Melihat apa-apa yang kamu kerjakan.","Dan laksanakanlah salat dan tunaikanlah zakat. Dan segala kebaikan yang kamu kerjakan untuk dirimu, kamu akan mendapatkannya (pahala) di sisi Allah. Sungguh, Allah Maha Melihat apa yang kamu kerjakan.","Dan evaluasi komunitas, dan orang -orang Zakat ۚ dan apa yang Anda tawarkan kepada jiwa Anda dari yang terbaik dari Anda menemukannya dengan kebaikan Tuhan."
111,وَقَالُوا۟ لَن يَدْخُلَ ٱلْجَنَّةَ إِلَّا مَن كَانَ هُودًا أَوْ نَصَـٰرَىٰ ۗ تِلْكَ أَمَانِيُّهُمْ ۗ قُلْ هَاتُوا۟ بُرْهَـٰنَكُمْ إِن كُنتُمْ صَـٰدِقِينَ,"Dan mereka (Yahudi dan Nasrani) berkata, ""Sekali-kali tidak akan masuk surga kecuali orang-orang (yang beragama) Yahudi atau Nasrani"".  Demikian itu (hanya) angan-angan mereka yang kosong belaka.  Katakanlah, ""Tunjukkanlah bukti kebenaranmu jika kamu adalah orang yang benar"".","Dan mereka (Yahudi dan Nasrani) berkata, ""Tidak akan masuk surga kecuali orang Yahudi atau Nasrani."" Itu (hanya) angan-angan mereka. Katakanlah, ""Tunjukkan bukti kebenaranmu jika kamu orang yang benar.""",Dan mereka berkata: Dia tidak akan memasuki surga kecuali bagi mereka yang patuh atau kami memiliki ٰ ini adalah keamanan mereka.
112,بَلَىٰ مَنْ أَسْلَمَ وَجْهَهُۥ لِلَّهِ وَهُوَ مُحْسِنٌ فَلَهُۥٓ أَجْرُهُۥ عِندَ رَبِّهِۦ وَلَا خَوْفٌ عَلَيْهِمْ وَلَا هُمْ يَحْزَنُونَ,"(Tidak demikian) bahkan barang siapa yang menyerahkan diri kepada Allah, sedang ia berbuat kebajikan, maka baginya pahala pada sisi Tuhan-nya, dan tidak ada kekhawatiran terhadap mereka dan tidak (pula) mereka bersedih hati.","Tidak! Barang siapa menyerahkan diri sepenuhnya kepada Allah, dan dia berbuat baik, dia mendapat pahala di sisi Tuhannya dan tidak ada rasa takut pada mereka dan mereka tidak bersedih hati.","Bagi mereka yang telah menyapa wajahnya kepada Tuhan, dan dia baik, jadi dia telah menghadiahinya dengan Tuhannya, dan tidak ada rasa takut untuk mereka, mereka juga tidak sedih"
113,وَقَالَتِ ٱلْيَهُودُ لَيْسَتِ ٱلنَّصَـٰرَىٰ عَلَىٰ شَىْءٍ وَقَالَتِ ٱلنَّصَـٰرَىٰ لَيْسَتِ ٱلْيَهُودُ عَلَىٰ شَىْءٍ وَهُمْ يَتْلُونَ ٱلْكِتَـٰبَ ۗ كَذَٰلِكَ قَالَ ٱلَّذِينَ لَا يَعْلَمُونَ مِثْلَ قَوْلِهِمْ ۚ فَٱللَّهُ يَحْكُمُ بَيْنَهُمْ يَوْمَ ٱلْقِيَـٰمَةِ فِيمَا كَانُوا۟ فِيهِ يَخْتَلِفُونَ,"Dan orang-orang Yahudi berkata, ""Orang-orang Nasrani itu tidak mempunyai suatu pegangan"", dan orang-orang Nasrani berkata, ""Orang-orang Yahudi tidak mempunyai sesuatu pegangan"", padahal mereka (sama-sama) membaca Alkitab.  Demikian pula orang-orang yang tidak mengetahui, mengatakan seperti ucapan mereka itu.  Maka Allah akan mengadili diantara mereka pada hari kiamat, tentang apa-apa yang mereka berselisih padanya.","Dan orang Yahudi berkata, ""Orang Nasrani itu tidak memiliki sesuatu (pegangan),"" dan orang-orang Nasrani (juga) berkata, ""Orang-orang Yahudi tidak memiliki sesuatu (pegangan),"" padahal mereka membaca Kitab. Demikian pula orang-orang yang tidak berilmu, berkata seperti ucapan mereka itu. Maka Allah akan mengadili mereka pada hari Kiamat, tentang apa yang mereka perselisihkan.",Dan dia berkata: “Teks itu bukan untuk sesuatu yang dia katakan:“ Mereka yang tidak tahu sama seperti pepatah mereka ۚ Tuhan berkuasa di antara mereka pada hari itu
114,وَمَنْ أَظْلَمُ مِمَّن مَّنَعَ مَسَـٰجِدَ ٱللَّهِ أَن يُذْكَرَ فِيهَا ٱسْمُهُۥ وَسَعَىٰ فِى خَرَابِهَآ ۚ أُو۟لَـٰٓئِكَ مَا كَانَ لَهُمْ أَن يَدْخُلُوهَآ إِلَّا خَآئِفِينَ ۚ لَهُمْ فِى ٱلدُّنْيَا خِزْىٌ وَلَهُمْ فِى ٱلْـَٔاخِرَةِ عَذَابٌ عَظِيمٌ,"Dan siapakah yang lebih aniaya daripada orang yang menghalang-halangi menyebut nama Allah dalam masjid-masjid-Nya, dan berusaha untuk merobohkannya? Mereka itu tidak sepatutnya masuk ke dalamnya (masjid Allah), kecuali dengan rasa takut (kepada Allah). Mereka di dunia mendapat kehinaan dan di akhirat mendapat siksa yang berat.","Dan siapakah yang lebih zalim daripada orang yang melarang di dalam masjid-masjid Allah untuk menyebut nama-Nya, dan berusaha merobohkannya? Mereka itu tidak pantas memasukinya kecuali dengan rasa takut (kepada Allah). Mereka mendapat kehinaan di dunia dan di akhirat mendapat azab yang berat.","Dan siapa pun yang lebih gelap oleh mereka yang mencegah pemuliaan Tuhan, untuk menyebutkan di dalamnya namanya dan mencari dalam pengabaiannya ۚ atau Anda bukan untuk Anda, sehingga itu bukan untuk Anda. ۚ Mereka memiliki berbahaya di dunia ini, dan mereka memiliki siksaan yang luar biasa"
115,وَلِلَّهِ ٱلْمَشْرِقُ وَٱلْمَغْرِبُ ۚ فَأَيْنَمَا تُوَلُّوا۟ فَثَمَّ وَجْهُ ٱللَّهِ ۚ إِنَّ ٱللَّهَ وَٰسِعٌ عَلِيمٌ,"Dan kepunyaan Allah-lah timur dan barat, maka kemana pun kamu menghadap di situlah wajah Allah.  Sesungguhnya Allah Maha Luas (rahmat-Nya) lagi Maha Mengetahui.","Dan milik Allah timur dan barat. Ke manapun kamu menghadap di sanalah wajah Allah. Sungguh, Allah Mahaluas, Maha Mengetahui.","Dan kepada Tuhan, Mashriyah dan Barat."
116,وَقَالُوا۟ ٱتَّخَذَ ٱللَّهُ وَلَدًا ۗ سُبْحَـٰنَهُۥ ۖ بَل لَّهُۥ مَا فِى ٱلسَّمَـٰوَٰتِ وَٱلْأَرْضِ ۖ كُلٌّ لَّهُۥ قَـٰنِتُونَ,"Mereka (orang-orang kafir) berkata, ""Allah mempunyai anak"".  Maha Suci Allah, bahkan apa yang ada di langit dan di bumi adalah kepunyaan Allah; semua tunduk kepada-Nya.","Dan mereka berkata, ""Allah mempunyai anak."" Mahasuci Allah, bahkan milik-Nyalah apa yang di langit dan di bumi. Semua tunduk kepada-Nya.","Dan mereka berkata: Tuhan mengambil seorang ayah ۗ Sahla ۥ, tetapi Dia memiliki apa yang ada di langit dan bumi."
117,بَدِيعُ ٱلسَّمَـٰوَٰتِ وَٱلْأَرْضِ ۖ وَإِذَا قَضَىٰٓ أَمْرًا فَإِنَّمَا يَقُولُ لَهُۥ كُن فَيَكُونُ,"Allah Pencipta langit dan bumi, dan bila Dia berkehendak (untuk menciptakan) sesuatu, maka (cukuplah) Dia hanya mengatakan kepadanya, ""Jadilah"".  Lalu jadilah ia.","(Allah) Pencipta langit dan bumi. Apabila Dia hendak menetapkan sesuatu, Dia hanya berkata kepadanya, ""Jadilah!"" Maka jadilah sesuatu itu.",Pengorbanan langit dan bumi.
118,وَقَالَ ٱلَّذِينَ لَا يَعْلَمُونَ لَوْلَا يُكَلِّمُنَا ٱللَّهُ أَوْ تَأْتِينَآ ءَايَةٌ ۗ كَذَٰلِكَ قَالَ ٱلَّذِينَ مِن قَبْلِهِم مِّثْلَ قَوْلِهِمْ ۘ تَشَـٰبَهَتْ قُلُوبُهُمْ ۗ قَدْ بَيَّنَّا ٱلْـَٔايَـٰتِ لِقَوْمٍ يُوقِنُونَ,"Dan orang-orang yang tidak mengetahui berkata, ""Mengapa Allah tidak (langsung) berbicara dengan kami atau datang tanda-tanda kekuasaan-Nya kepada kami?"" Demikian pula orang-orang yang sebelum mereka telah mengatakan seperti ucapan mereka itu; hati mereka serupa.  Sesungguhnya Kami telah menjelaskan tanda-tanda kekuasaan Kami kepada kaum yang yakin.","Dan orang-orang yang tidak mengetahui berkata, ""Mengapa Allah tidak berbicara dengan kita atau datang tanda-tanda (kekuasaan-Nya) kepada kita?"" Demikian pula orang-orang yang sebelum mereka telah berkata seperti ucapan mereka itu. Hati mereka serupa. Sesungguhnya telah Kami jelaskan tanda-tanda (kekuasaan Kami) kepada orang-orang yang yakin.","Dan mereka yang tidak tahu, jika Tuhan tidak berbicara kepada kami, atau Anda akan datang kepada kami, juga hati mereka ۗ Kami telah menunjukkan kepada kami kepada orang -orang yang yakin."
119,إِنَّآ أَرْسَلْنَـٰكَ بِٱلْحَقِّ بَشِيرًا وَنَذِيرًا ۖ وَلَا تُسْـَٔلُ عَنْ أَصْحَـٰبِ ٱلْجَحِيمِ,"Sesungguhnya Kami telah mengutusmu (Muhammad) dengan kebenaran sebagai pembawa berita gembira dan pemberi peringatan, dan kamu tidak akan diminta (pertanggunganjawaban) tentang penghuni-penghuni neraka.","Sungguh, Kami telah mengutusmu (Muhammad) dengan kebenaran, sebagai pembawa berita gembira dan pemberi peringatan. Dan engkau tidak akan diminta (pertang­­­gung­­­­­ jawaban) tentang penghuni-penghuni neraka.",Saya mengirimkan kebenaran dan pandangan ke depan.
120,وَلَن تَرْضَىٰ عَنكَ ٱلْيَهُودُ وَلَا ٱلنَّصَـٰرَىٰ حَتَّىٰ تَتَّبِعَ مِلَّتَهُمْ ۗ قُلْ إِنَّ هُدَى ٱللَّهِ هُوَ ٱلْهُدَىٰ ۗ وَلَئِنِ ٱتَّبَعْتَ أَهْوَآءَهُم بَعْدَ ٱلَّذِى جَآءَكَ مِنَ ٱلْعِلْمِ ۙ مَا لَكَ مِنَ ٱللَّهِ مِن وَلِىٍّ وَلَا نَصِيرٍ,"Orang-orang Yahudi dan Nasrani tidak akan senang kepada kamu hingga kamu mengikuti agama mereka.  Katakanlah, ""Sesungguhnya petunjuk Allah itulah petunjuk (yang benar)"".  Dan sesungguhnya jika kamu mengikuti kemauan mereka setelah pengetahuan datang kepadamu, maka Allah tidak lagi menjadi pelindung dan penolong bagimu.","Dan orang-orang Yahudi dan Nasrani tidak akan rela kepadamu (Muhammad) sebelum engkau mengikuti agama mereka. Katakanlah, ""Sesungguhnya petunjuk Allah itulah petunjuk (yang sebenarnya)."" Dan jika engkau mengikuti keinginan mereka setelah ilmu (kebenaran) sampai kepadamu, tidak akan ada bagimu pelindung dan penolong dari Allah.","Dan Anda tidak akan puas dengan Anda, atau teks, sampai Anda mengikuti pabrik mereka yang datang kepada Anda dari pengetahuan ۙ apa yang Anda miliki dari Tuhan dan tidak mendukung"
121,ٱلَّذِينَ ءَاتَيْنَـٰهُمُ ٱلْكِتَـٰبَ يَتْلُونَهُۥ حَقَّ تِلَاوَتِهِۦٓ أُو۟لَـٰٓئِكَ يُؤْمِنُونَ بِهِۦ ۗ وَمَن يَكْفُرْ بِهِۦ فَأُو۟لَـٰٓئِكَ هُمُ ٱلْخَـٰسِرُونَ,"Orang-orang yang telah Kami berikan Alkitab kepadanya, mereka membacanya dengan bacaan yang sebenarnya, mereka itu beriman kepadanya.  Dan barang siapa yang ingkar kepadanya, maka mereka itulah orang-orang yang rugi.","Orang-orang yang telah Kami beri Kitab, mereka membacanya sebagaimana mestinya, mereka itulah yang beriman kepadanya. Dan barang siapa ingkar kepadanya, mereka itulah orang-orang yang rugi.",Mereka yang memiliki hal yang sama dengan hak untuk membacanya melintasi
122,يَـٰبَنِىٓ إِسْرَٰٓءِيلَ ٱذْكُرُوا۟ نِعْمَتِىَ ٱلَّتِىٓ أَنْعَمْتُ عَلَيْكُمْ وَأَنِّى فَضَّلْتُكُمْ عَلَى ٱلْعَـٰلَمِينَ,"Hai Bani Isrā`īl , ingatlah akan nikmat-Ku yang telah Ku-anugerahkan kepadamu dan Aku telah melebihkan kamu atas segala umat.",Wahai Bani Israil! Ingatlah nikmat-Ku yang telah Aku berikan kepadamu dan Aku telah melebihkan kamu dari semua umat yang lain di alam ini (pada masa itu).,Saya membangun gerombolan.
123,وَٱتَّقُوا۟ يَوْمًا لَّا تَجْزِى نَفْسٌ عَن نَّفْسٍ شَيْـًٔا وَلَا يُقْبَلُ مِنْهَا عَدْلٌ وَلَا تَنفَعُهَا شَفَـٰعَةٌ وَلَا هُمْ يُنصَرُونَ,"Dan takutlah kamu kepada suatu hari di waktu seseorang tidak dapat menggantikan seseorang lain sedikit pun, dan tidak akan diterima suatu tebusan darinya dan tidak akan memberi manfaat sesuatu syafaat kepadanya, dan tidak (pula) mereka akan ditolong.","Dan takutlah kamu pada hari, (ketika) tidak seorangpun dapat menggantikan (membela) orang lain sedikit pun, tebusan tidak diterima, bantuan tidak berguna baginya, dan mereka tidak akan ditolong.","Dan takut sehari, tidak dihargai karena menghirup sesuatu, dan tidak ada keadilan yang diterima, juga tidak mendapat manfaat darinya."
124,۞ وَإِذِ ٱبْتَلَىٰٓ إِبْرَٰهِـۧمَ رَبُّهُۥ بِكَلِمَـٰتٍ فَأَتَمَّهُنَّ ۖ قَالَ إِنِّى جَاعِلُكَ لِلنَّاسِ إِمَامًا ۖ قَالَ وَمِن ذُرِّيَّتِى ۖ قَالَ لَا يَنَالُ عَهْدِى ٱلظَّـٰلِمِينَ,"Dan (ingatlah), ketika Ibrāhīm diuji Tuhan-nya dengan beberapa kalimat (perintah dan larangan), lalu Ibrāhīm menunaikannya.  Allah berfirman, ""Sesungguhnya Aku akan menjadikanmu imam bagi seluruh manusia"".  Ibrāhīm berkata, ""(Dan saya mohon juga) dari keturunanku"".  Allah berfirman, ""Janji-Ku (ini) tidak mengenai orang-orang yang zalim"".","Dan (ingatlah), ketika Ibrahim diuji Tuhannya dengan beberapa kalimat, lalu dia melaksanakannya dengan sempurna. Dia (Allah) berfirman, ""Sesungguhnya Aku menjadikan engkau sebagai pemimpin bagi seluruh manusia."" Dia (Ibrahim) berkata, ""Dan (juga) dari anak cucuku?"" Allah berfirman, ""(Benar, tetapi) janji-Ku tidak berlaku bagi orang-orang zalim.""","۞ Dan ketika Tuhan -Nya, Tuhannya, mengambil sepatah kata pun, dan Dia memberikannya kepada mereka. Kejayaan"
125,وَإِذْ جَعَلْنَا ٱلْبَيْتَ مَثَابَةً لِّلنَّاسِ وَأَمْنًا وَٱتَّخِذُوا۟ مِن مَّقَامِ إِبْرَٰهِـۧمَ مُصَلًّى ۖ وَعَهِدْنَآ إِلَىٰٓ إِبْرَٰهِـۧمَ وَإِسْمَـٰعِيلَ أَن طَهِّرَا بَيْتِىَ لِلطَّآئِفِينَ وَٱلْعَـٰكِفِينَ وَٱلرُّكَّعِ ٱلسُّجُودِ,"Dan (ingatlah), ketika Kami menjadikan rumah itu (Baitullah) tempat berkumpul bagi manusia dan tempat yang aman.  Dan jadikanlah sebagaian maqām Ibrāhīm tempat salat.  Dan telah Kami perintahkan kepada Ibrāhīm dan Ismā`īl, ""Bersihkanlah rumah-Ku untuk orang-orang yang tawaf, yang iktikaf, yang rukuk, dan yang sujud"".","Dan (ingatlah), ketika Kami menjadikan rumah (Ka'bah) tempat berkumpul dan tempat yang aman bagi manusia. Dan jadikanlah maqam Ibrahim  itu tempat salat. Dan telah Kami perintahkan kepada Ibrahim dan Ismail, ""Bersihkanlah rumah-Ku untuk orang-orang yang tawaf, orang yang itikaf, orang yang rukuk dan orang yang sujud!""","Dan ketika kami membuat rumah itu pakaian untuk orang dan keamanan, dan mengambil dari tempat kebenaran -Nya, kelahiran kami. Pemurnian rumah tangga dari kas, rakyat, dan lutut sujud"
126,وَإِذْ قَالَ إِبْرَٰهِـۧمُ رَبِّ ٱجْعَلْ هَـٰذَا بَلَدًا ءَامِنًا وَٱرْزُقْ أَهْلَهُۥ مِنَ ٱلثَّمَرَٰتِ مَنْ ءَامَنَ مِنْهُم بِٱللَّهِ وَٱلْيَوْمِ ٱلْـَٔاخِرِ ۖ قَالَ وَمَن كَفَرَ فَأُمَتِّعُهُۥ قَلِيلًا ثُمَّ أَضْطَرُّهُۥٓ إِلَىٰ عَذَابِ ٱلنَّارِ ۖ وَبِئْسَ ٱلْمَصِيرُ,"Dan (ingatlah), ketika Ibrāhīm berdoa, ""Ya Tuhan-ku, jadikanlah negeri ini, negeri yang aman sentosa, dan berikanlah rezeki dari buah-buahan kepada penduduknya yang beriman diantara mereka kepada Allah dan hari kemudian"".  Allah berfirman, ""Dan kepada orang yang kafir pun Aku beri kesenangan sementara, kemudian Aku paksa ia menjalani siksa neraka dan itulah seburuk-buruk tempat kembali"".","Dan (ingatlah), ketika Ibrahim berdoa, ""Ya Tuhanku, jadikanlah (negeri Mekkah) ini negeri yang aman dan berilah rezeki berupa buah-buahan kepada penduduknya, yaitu diantara mereka yang beriman kepada Allah dan hari kemudian,"" Dia (Allah) berfirman, ""Dan kepada orang yang kafir akan Aku beri kesenangan sementara, kemudian akan Aku paksa dia ke dalam azab neraka dan itulah seburuk-buruk tempat kembali.""","Dan ketika dia berkata, “Tuhan Tuhan, dia menjadikan negara ini negara yang aman, dan keluarganya diberikan dari buah -buahan dan siapa pun yang tidak percaya, kenikmatannya adalah beberapa, maka dia dipaksa untuk menyiksa api ۖ dan kesengsaraan"
127,وَإِذْ يَرْفَعُ إِبْرَٰهِـۧمُ ٱلْقَوَاعِدَ مِنَ ٱلْبَيْتِ وَإِسْمَـٰعِيلُ رَبَّنَا تَقَبَّلْ مِنَّآ ۖ إِنَّكَ أَنتَ ٱلسَّمِيعُ ٱلْعَلِيمُ,"Dan (ingatlah), ketika Ibrāhīm meninggikan (membina) dasar-dasar Baitullah bersama Ismā`īl (seraya berdoa), ""Ya Tuhan kami terimalah daripada kami (amalan kami), sesungguhnya Engkau-lah Yang Maha Mendengar lagi Maha Mengetahui"".","Dan (ingatlah) ketika Ibrahim meninggikan pondasi Baitullah bersama Ismail (seraya berdoa), ""Ya Tuhan kami, terimalah (amal) dari kami. Sungguh, Engkaulah Yang Maha Mendengar, Maha Mengetahui"".","Dan ketika ritual ritual orang -orang akan dibesarkan dari rumah dan nama Tuhan kita, Anda menerima dari kami ۖ Anda adalah pendengaran"
128,رَبَّنَا وَٱجْعَلْنَا مُسْلِمَيْنِ لَكَ وَمِن ذُرِّيَّتِنَآ أُمَّةً مُّسْلِمَةً لَّكَ وَأَرِنَا مَنَاسِكَنَا وَتُبْ عَلَيْنَآ ۖ إِنَّكَ أَنتَ ٱلتَّوَّابُ ٱلرَّحِيمُ,"Ya Tuhan kami, jadikanlah kami berdua orang yang tunduk patuh kepada Engkau, dan (jadikanlah) diantara anak cucu kami umat yang tunduk patuh kepada Engkau, dan tunjukkanlah kepada kami cara-cara dan tempat-tempat ibadah haji kami, dan terimalah tobat kami.  Sesungguhnya Engkau-lah Yang Maha Penerima tobat lagi Maha Penyayang.","Ya Tuhan kami, jadikanlah kami orang yang berserah diri kepada-Mu, dan anak cucu kami (juga) umat yang berserah diri kepada-Mu dan tunjukkanlah kepada kami cara-cara melakukan (ibadah) haji kami, dan terimalah tobat kami. Sungguh, Engkaulah Yang Maha Penerima tobat, Maha Penyayang.",Tuhan kami dan menjadikan kami Muslim untuk Anda dan dari keturunan kami sebagai bangsa Muslim untuk Anda dan menunjukkan kepada kami orang -orang kami dan kami akan diberkati bersama kami.
129,رَبَّنَا وَٱبْعَثْ فِيهِمْ رَسُولًا مِّنْهُمْ يَتْلُوا۟ عَلَيْهِمْ ءَايَـٰتِكَ وَيُعَلِّمُهُمُ ٱلْكِتَـٰبَ وَٱلْحِكْمَةَ وَيُزَكِّيهِمْ ۚ إِنَّكَ أَنتَ ٱلْعَزِيزُ ٱلْحَكِيمُ,"Ya Tuhan kami, utuslah untuk mereka seorang rasul dari kalangan mereka, yang akan membacakan kepada mereka ayat-ayat Engkau, dan mengajarkan kepada mereka Alkitab (Al-Qur`ān) dan Al-Hikmah (As-Sunnah) serta menyucikan mereka.  Sesungguhnya Engkau-lah yang Maha Perkasa lagi Maha Bijaksana.""","Ya Tuhan kami, utuslah di tengah mereka seorang rasul dari kalangan mereka sendiri, yang akan membacakan kepada mereka ayat-ayat-Mu, dan mengajarkan Kitab dan Hikmah kepada mereka, dan menyucikan mereka. Sungguh, Engkaulah Yang Mahaperkasa, Mahabijaksana.","Tuhan kita dan kirimi mereka utusan mereka, yang akan membacakan mereka, dan mengajar mereka kepada mereka, dan keputusan itu untuk Anda. Orang bijak"
