verse_number,arab,king_fahd,kemenag,google_translate
51,إِنَّ ٱللَّهَ رَبِّى وَرَبُّكُمْ فَٱعْبُدُوهُ ۗ هَـٰذَا صِرَٰطٌ مُّسْتَقِيمٌ,"Sesungguhnya Allah, Tuhan-ku dan Tuhan-mu, karena itu sembahlah Dia.  Inilah jalan yang lurus"".","Sesungguhnya Allah itu Tuhanku dan Tuhanmu, karena itu sembahlah Dia. Inilah jalan yang lurus.""","Tuhan adalah Tuhanku dan Tuhanmu, jadi sembahlah -Nya."
52,۞ فَلَمَّآ أَحَسَّ عِيسَىٰ مِنْهُمُ ٱلْكُفْرَ قَالَ مَنْ أَنصَارِىٓ إِلَى ٱللَّهِ ۖ قَالَ ٱلْحَوَارِيُّونَ نَحْنُ أَنصَارُ ٱللَّهِ ءَامَنَّا بِٱللَّهِ وَٱشْهَدْ بِأَنَّا مُسْلِمُونَ,"Maka tatkala ʻIsa  mengetahui keingkaran mereka (Bani Isrā`īl) berkatalah dia, ""Siapakah yang akan menjadi penolong-penolongku untuk (menegakkan agama) Allah?"" Para ῌawāriyyūn (sahabat-sahabat setia) menjawab, ""Kamilah penolong-penolong (agama) Allah, kami beriman kepada Allah; dan saksikanlah bahwa sesungguhnya kami adalah orang-orang yang berserah diri.","Maka ketika Isa merasakan keingkaran mereka (Bani Israil), dia berkata, ""Siapakah yang akan menjadi penolongku untuk (menegakkan agama) Allah?"" Para Ḥawāriyyūn (sahabat setianya) menjawab, ""Kamilah penolong (agama) Allah. Kami beriman kepada Allah, dan saksikanlah, bahwa kami adalah orang-orang Muslim.","۞ Ketika saya merasakan dari mereka ketidakpercayaan, dia berkata: Siapa pun yang melarikan diri kepada Tuhan, dia berkata: ""Al -hawaren"" berkata: Muslim"
53,رَبَّنَآ ءَامَنَّا بِمَآ أَنزَلْتَ وَٱتَّبَعْنَا ٱلرَّسُولَ فَٱكْتُبْنَا مَعَ ٱلشَّـٰهِدِينَ,"Ya Tuhan kami, kami telah beriman kepada apa yang telah Engkau turunkan dan telah kami ikuti rasul, karena itu masukkanlah kami ke dalam golongan orang-orang yang menjadi saksi (tentang keesaan Allah)"".","Ya Tuhan kami, kami telah beriman kepada apa yang Engkau turunkan dan kami telah mengikuti Rasul, karena itu tetapkanlah kami bersama golongan orang yang memberikan kesaksian.""","Kami percaya pada apa yang telah Anda turunkan dan mengikuti utusan, jadi kami menulis bersama kami"
54,وَمَكَرُوا۟ وَمَكَرَ ٱللَّهُ ۖ وَٱللَّهُ خَيْرُ ٱلْمَـٰكِرِينَ,"Orang-orang kafir itu membuat tipu daya, dan Allah membalas tipu daya mereka itu.  Dan Allah sebaik-baik pembalas tipu daya.","Dan mereka (orang-orang kafir) membuat tipu daya, maka Allah pun membalas tipu daya. Dan Allah sebaik-baik pembalas tipu daya.",Dan kekejian Tuhan dan Tuhan
55,إِذْ قَالَ ٱللَّهُ يَـٰعِيسَىٰٓ إِنِّى مُتَوَفِّيكَ وَرَافِعُكَ إِلَىَّ وَمُطَهِّرُكَ مِنَ ٱلَّذِينَ كَفَرُوا۟ وَجَاعِلُ ٱلَّذِينَ ٱتَّبَعُوكَ فَوْقَ ٱلَّذِينَ كَفَرُوٓا۟ إِلَىٰ يَوْمِ ٱلْقِيَـٰمَةِ ۖ ثُمَّ إِلَىَّ مَرْجِعُكُمْ فَأَحْكُمُ بَيْنَكُمْ فِيمَا كُنتُمْ فِيهِ تَخْتَلِفُونَ,"(Ingatlah), ketika Allah berfirman, ""Hai ʻIsa , sesungguhnya Aku akan menyampaikan kamu kepada akhir ajalmu dan mengangkat kamu kepada-Ku serta membersihkan kamu dari orang-orang yang kafir, dan menjadikan orang-orang yang mengikuti kamu di atas orang-orang yang kafir hingga hari kiamat.  Kemudian hanya kepada Aku-lah kembalimu, lalu Aku memutuskan di antaramu tentang hal-hal yang selalu kamu berselisih padanya"".","(Ingatlah), ketika Allah berfirman, ""Wahai Isa! Aku mengambilmu dan mengangkatmu kepada-Ku, serta menyucikanmu dari orang-orang yang kafir, dan menjadikan orang-orang yang mengikutimu di atas orang-orang yang kafir hingga hari Kiamat. Kemudian kepada-Ku engkau kembali, lalu Aku beri keputusan tentang apa yang kamu perselisihkan.""","Ketika Tuhan berkata, saya akan tidak taat, dan saya akan membayar Anda kepada Anda dan menyucikan Anda dari mereka yang tidak percaya dan membuat mereka yang senang dengan Anda ksatria hingga hari Qudamah ۖ kemudian untuk Anda kembali, jadi saya akan memerintah di antara Anda dalam apa yang Anda ada di dalamnya."
56,فَأَمَّا ٱلَّذِينَ كَفَرُوا۟ فَأُعَذِّبُهُمْ عَذَابًا شَدِيدًا فِى ٱلدُّنْيَا وَٱلْـَٔاخِرَةِ وَمَا لَهُم مِّن نَّـٰصِرِينَ,"Adapun orang-orang yang kafir, maka akan Kusiksa mereka dengan siksa yang sangat keras di dunia dan di akhirat, dan mereka tidak memperoleh penolong.","Maka adapun orang-orang yang kafir, maka akan Aku azab mereka dengan azab yang sangat keras di dunia dan di akhirat, sedang mereka tidak memperoleh penolong.","Adapun mereka yang tidak percaya, saya disiksa oleh siksaan yang parah di dunia ini, dan untuk mereka, dan apa yang harus mereka lakukan."
57,وَأَمَّا ٱلَّذِينَ ءَامَنُوا۟ وَعَمِلُوا۟ ٱلصَّـٰلِحَـٰتِ فَيُوَفِّيهِمْ أُجُورَهُمْ ۗ وَٱللَّهُ لَا يُحِبُّ ٱلظَّـٰلِمِينَ,"Adapun orang-orang yang beriman dan mengerjakan amalan-amalan yang saleh, maka Allah akan memberikan kepada mereka dengan sempurna pahala amalan-amalan mereka; dan Allah tidak menyukai orang-orang yang zalim.","Dan adapun orang yang beriman dan melakukan kebajikan, maka Dia akan memberikan pahala kepada mereka dengan sempurna. Dan Allah tidak menyukai orang zalim.","Adapun mereka yang percaya dan melakukan Anda, mereka akan memenuhi mereka, upah mereka ۗ dan Tuhan tidak mencintai orang -orang"
58,ذَٰلِكَ نَتْلُوهُ عَلَيْكَ مِنَ ٱلْـَٔايَـٰتِ وَٱلذِّكْرِ ٱلْحَكِيمِ,"Demikianlah (kisah ʻIsa ), Kami membacakannya kepada kamu sebagian dari bukti-bukti (kerasulannya) dan (membacakan) Al-Qur`ān yang penuh hikmah.",Demikianlah Kami bacakan kepadamu (Muhammad) sebagian ayat-ayat dan peringatan yang penuh hikmah.,Itulah orang yang membacanya dari Anda dari yang bijak dan bijak.
59,إِنَّ مَثَلَ عِيسَىٰ عِندَ ٱللَّهِ كَمَثَلِ ءَادَمَ ۖ خَلَقَهُۥ مِن تُرَابٍ ثُمَّ قَالَ لَهُۥ كُن فَيَكُونُ,"Sesungguhnya misal (penciptaan) ʻIsa  di sisi Allah, adalah seperti (penciptaan) Adam.  Allah menciptakan Adam dari tanah, kemudian Allah berfirman kepadanya, ""Jadilah"" (seorang manusia), maka jadilah dia.","Sesungguhnya perumpamaan (penciptaan) Isa bagi Allah, seperti (penciptaan) Adam. Dia menciptakannya dari tanah, kemudian Dia berkata kepadanya, ""Jadilah!"" Maka jadilah ia.","Contoh Issa, dengan Tuhan, sama seperti yang sama."
60,ٱلْحَقُّ مِن رَّبِّكَ فَلَا تَكُن مِّنَ ٱلْمُمْتَرِينَ,"(Apa yang telah Kami ceritakan itu), itulah yang benar, yang datang dari Tuhan-mu, karena itu janganlah kamu termasuk orang-orang yang ragu-ragu.","Kebenaran itu dari Tuhanmu, karena itu janganlah engkau (Muhammad) termasuk orang-orang yang ragu.","Kebenarannya adalah dari Tuhanmu, jadi kamu tidak akan berada di antara orang -orang"
61,فَمَنْ حَآجَّكَ فِيهِ مِنۢ بَعْدِ مَا جَآءَكَ مِنَ ٱلْعِلْمِ فَقُلْ تَعَالَوْا۟ نَدْعُ أَبْنَآءَنَا وَأَبْنَآءَكُمْ وَنِسَآءَنَا وَنِسَآءَكُمْ وَأَنفُسَنَا وَأَنفُسَكُمْ ثُمَّ نَبْتَهِلْ فَنَجْعَل لَّعْنَتَ ٱللَّهِ عَلَى ٱلْكَـٰذِبِينَ,"Siapa yang membantahmu tentang kisah ʻIsa  sesudah datang ilmu (yang meyakinkan kamu), maka katakanlah (kepadanya), ""Marilah kita memanggil anak-anak kami dan anak-anak kamu, istri-istri kami dan istri-istri kamu, diri kami dan diri kamu; kemudian marilah kita bermubahalah kepada Allah dan kita minta supaya laknat Allah ditimpakan kepada orang-orang yang dusta.","Siapa yang membantahmu dalam hal ini setelah engkau memperoleh ilmu, katakanlah (Muhammad), ""Marilah kita panggil anak-anak kami dan anak-anak kamu, istri-istri kami dan istri-istrimu, kami sendiri dan diri kamu, kemudian marilah kita ber-mubahalah  agar laknat Allah ditimpakan kepada orang-orang yang dusta (di antara kita).""","Jadi siapa pun yang Anda miliki setelah Anda, setelah apa yang Anda ketahui, kami terpana, jadi kami akan membuat Anda mengutuk Tuhan atas kebohongan Anda"
62,إِنَّ هَـٰذَا لَهُوَ ٱلْقَصَصُ ٱلْحَقُّ ۚ وَمَا مِنْ إِلَـٰهٍ إِلَّا ٱللَّهُ ۚ وَإِنَّ ٱللَّهَ لَهُوَ ٱلْعَزِيزُ ٱلْحَكِيمُ,"Sesungguhnya ini adalah kisah yang benar, dan tak ada Tuhan (yang berhak disembah) selain Allah; dan sesungguhnya Allah, Dia-lah Yang Maha Perkasa lagi Maha Bijaksana.","Sungguh, ini adalah kisah yang benar. Tidak ada tuhan selain Allah, dan sungguh, Allah Mahaperkasa, Mahabijaksana.",Ini adalah orang yang benar
63,فَإِن تَوَلَّوْا۟ فَإِنَّ ٱللَّهَ عَلِيمٌۢ بِٱلْمُفْسِدِينَ,"Kemudian jika mereka berpaling (dari kebenaran), maka sesunguhnya Allah Maha Mengetahui orang-orang yang berbuat kerusakan.","Kemudian jika mereka berpaling, maka (ketahuilah) bahwa Allah Maha Mengetahui orang-orang yang berbuat kerusakan.","Jika mereka mengambil alih, karena Tuhan sadar akan spoiler"
64,قُلْ يَـٰٓأَهْلَ ٱلْكِتَـٰبِ تَعَالَوْا۟ إِلَىٰ كَلِمَةٍ سَوَآءٍۭ بَيْنَنَا وَبَيْنَكُمْ أَلَّا نَعْبُدَ إِلَّا ٱللَّهَ وَلَا نُشْرِكَ بِهِۦ شَيْـًٔا وَلَا يَتَّخِذَ بَعْضُنَا بَعْضًا أَرْبَابًا مِّن دُونِ ٱللَّهِ ۚ فَإِن تَوَلَّوْا۟ فَقُولُوا۟ ٱشْهَدُوا۟ بِأَنَّا مُسْلِمُونَ,"Katakanlah, ""Hai ahli kitab, marilah (berpegang) kepada suatu kalimat (ketetapan) yang tidak ada perselisihan antara kami dan kamu, bahwa tidak kita sembah kecuali Allah dan tidak kita persekutukan Dia dengan sesuatu pun dan tidak (pula) sebagian kita menjadikan sebagian yang lain sebagai tuhan selain Allah"".  Jika mereka berpaling maka katakanlah kepada mereka, ""Saksikanlah, bahwa kami adalah orang-orang yang berserah diri (kepada Allah)"".","Katakanlah (Muhammad), ""Wahai Ahli Kitab! Marilah (kita) menuju kepada satu kalimat (pegangan) yang sama antara kami dan kamu, bahwa kita tidak menyembah selain Allah dan kita tidak mempersekutukan-Nya dengan sesuatu pun, dan bahwa kita tidak menjadikan satu sama lain tuhan-tuhan selain Allah. Jika mereka berpaling maka katakanlah (kepada mereka), ""Saksikanlah, bahwa kami adalah orang Muslim.""","Katakanlah: Keluarga Tuhan, Yang Mahakuasa, dengan kata -kata yang baik antara kami dan di antara Anda, tidak ada ibadah kecuali untuknya, dan tidak ada Tuhan Tuhan?"
65,يَـٰٓأَهْلَ ٱلْكِتَـٰبِ لِمَ تُحَآجُّونَ فِىٓ إِبْرَٰهِيمَ وَمَآ أُنزِلَتِ ٱلتَّوْرَىٰةُ وَٱلْإِنجِيلُ إِلَّا مِنۢ بَعْدِهِۦٓ ۚ أَفَلَا تَعْقِلُونَ,"Hai ahli kitab, mengapa kamu bantah-membantah tentang hal Ibrāhīm, padahal Taurat dan Injil tidak diturunkan melainkan sesudah Ibrāhīm.  Apakah kamu tidak berpikir?","Wahai Ahli Kitab! Mengapa kamu berbantah-bantahan tentang Ibrahim, padahal Taurat dan Injil diturunkan setelah dia (Ibrahim)? Apakah kamu tidak mengerti?","Orang -orang raja, mengapa Anda tidak dalam kebenaran, dan ketika transendensi dan Injil terungkap, kecuali untuk itu"
66,هَـٰٓأَنتُمْ هَـٰٓؤُلَآءِ حَـٰجَجْتُمْ فِيمَا لَكُم بِهِۦ عِلْمٌ فَلِمَ تُحَآجُّونَ فِيمَا لَيْسَ لَكُم بِهِۦ عِلْمٌ ۚ وَٱللَّهُ يَعْلَمُ وَأَنتُمْ لَا تَعْلَمُونَ,"Beginilah kamu, kamu ini (sewajarnya) bantah-membantah tentang hal yang kamu ketahui, maka kenapa kamu bantah membantah tentang hal yang tidak kamu ketahui?; Allah mengetahui sedang kamu tidak mengetahui.","Begitulah kamu! Kamu berbantah-bantahan tentang apa yang kamu ketahui, tetapi mengapa kamu berbantah-bantahan juga tentang apa yang tidak kamu ketahui? Allah mengetahui sedang kamu tidak mengetahui.","Anda adalah kebaikan dari apa yang Anda miliki, Anda tidak menyadarinya"
67,مَا كَانَ إِبْرَٰهِيمُ يَهُودِيًّا وَلَا نَصْرَانِيًّا وَلَـٰكِن كَانَ حَنِيفًا مُّسْلِمًا وَمَا كَانَ مِنَ ٱلْمُشْرِكِينَ,"Ibrāhīm bukan seorang Yahudi dan bukan (pula) seorang Nasrani, akan tetapi dia adalah seorang yang lurus lagi berserah diri (kepada Allah) dan sekali-kali bukanlah dia termasuk golongan orang-orang musyrik.","Ibrahim bukanlah seorang Yahudi dan bukan (pula) seorang Nasrani, tetapi dia adalah seorang yang lurus, muslim dan dia tidaklah termasuk orang-orang musyrik.","Abraham bukan Yahudi, atau Nisrani, tetapi itu adalah seorang Muslim, Muslim, dan apa yang ada di antara para peserta"
68,إِنَّ أَوْلَى ٱلنَّاسِ بِإِبْرَٰهِيمَ لَلَّذِينَ ٱتَّبَعُوهُ وَهَـٰذَا ٱلنَّبِىُّ وَٱلَّذِينَ ءَامَنُوا۟ ۗ وَٱللَّهُ وَلِىُّ ٱلْمُؤْمِنِينَ,"Sesungguhnya orang yang paling dekat kepada Ibrāhīm ialah orang-orang yang mengikutinya dan nabi ini (Muhammad), serta orang-orang yang beriman (kepada Muhammad), dan Allah adalah pelindung semua orang-orang yang beriman.","Orang yang paling dekat kepada Ibrahim ialah orang yang mengikutinya, dan Nabi ini (Muhammad), dan orang yang beriman. Allah adalah pelindung orang-orang yang beriman.",Untuk yang pertama orang dengan kebenaran mereka yang mengikutinya dan ini adalah Nabi dan mereka yang percaya
69,وَدَّت طَّآئِفَةٌ مِّنْ أَهْلِ ٱلْكِتَـٰبِ لَوْ يُضِلُّونَكُمْ وَمَا يُضِلُّونَ إِلَّآ أَنفُسَهُمْ وَمَا يَشْعُرُونَ,"Segolongan dariahli kitab ingin menyesatkan kamu, padahal mereka (sebenarnya) tidak menyesatkan melainkan dirinya sendiri, dan mereka tidak menyadarinya.","Segolongan Ahli Kitab ingin menyesatkan kamu. Padahal (sesungguhnya), mereka tidak menyesatkan melainkan diri mereka sendiri, tetapi mereka tidak menyadari.","Dan orang -orang raja yang tinggi, jika mereka menyesatkan Anda, dan apa yang mereka disesatkan sendiri, dan apa yang mereka rasakan"
70,يَـٰٓأَهْلَ ٱلْكِتَـٰبِ لِمَ تَكْفُرُونَ بِـَٔايَـٰتِ ٱللَّهِ وَأَنتُمْ تَشْهَدُونَ,"Hai ahli kitab, mengapa kamu mengingkari ayat-ayat Allah, padahal kamu mengetahui (kebenarannya).","Wahai Ahli Kitab! Mengapa kamu mengingkari ayat-ayat Allah, padahal kamu mengetahui (kebenarannya)?","Orang -orang raja, mengapa Anda tidak percaya pada Tuhan, dan Anda menyaksikan"
71,يَـٰٓأَهْلَ ٱلْكِتَـٰبِ لِمَ تَلْبِسُونَ ٱلْحَقَّ بِٱلْبَـٰطِلِ وَتَكْتُمُونَ ٱلْحَقَّ وَأَنتُمْ تَعْلَمُونَ,"Hai ahli kitab, mengapa kamu mencampuradukkan yang hak dengan yang batil, dan menyembunyikan kebenaran, padahal kamu mengetahui?","Wahai Ahli Kitab! Mengapa kamu mencampuradukkan kebenaran dengan kebatilan, dan kamu menyembunyikan kebenaran, padahal kamu mengetahui?",Orang -orang kerajaan tidak memakai kebenaran dengan sapi
72,وَقَالَت طَّآئِفَةٌ مِّنْ أَهْلِ ٱلْكِتَـٰبِ ءَامِنُوا۟ بِٱلَّذِىٓ أُنزِلَ عَلَى ٱلَّذِينَ ءَامَنُوا۟ وَجْهَ ٱلنَّهَارِ وَٱكْفُرُوٓا۟ ءَاخِرَهُۥ لَعَلَّهُمْ يَرْجِعُونَ,"Segolongan (lain) dari ahli kitab berkata (kepada sesamanya), ""Perlihatkanlah (seolah-olah) kamu beriman kepada apa yang diturunkan kepada orang-orang beriman (sahabat-sahabat rasul) pada permulaan siang dan ingkarilah ia pada akhirnya, supaya mereka (orang-orang mukmin) kembali (kepada kekafiran).","Dan segolongan Ahli Kitab berkata (kepada sesamanya), ""Berimanlah kamu kepada apa yang diturunkan kepada orang-orang beriman pada awal siang dan ingkarilah di akhirnya, agar mereka kembali (kepada kekafiran).","Dan orang yang baik dari orang -orang Raja berkata: ""Siapa pun yang datang kepada mereka yang percaya dan wajah hari itu, dan saya akan tidak percaya."""
73,وَلَا تُؤْمِنُوٓا۟ إِلَّا لِمَن تَبِعَ دِينَكُمْ قُلْ إِنَّ ٱلْهُدَىٰ هُدَى ٱللَّهِ أَن يُؤْتَىٰٓ أَحَدٌ مِّثْلَ مَآ أُوتِيتُمْ أَوْ يُحَآجُّوكُمْ عِندَ رَبِّكُمْ ۗ قُلْ إِنَّ ٱلْفَضْلَ بِيَدِ ٱللَّهِ يُؤْتِيهِ مَن يَشَآءُ ۗ وَٱللَّهُ وَٰسِعٌ عَلِيمٌ,"Dan janganlah kamu percaya melainkan kepada orang yang mengikuti agamamu. Katakanlah, ""Sesungguhnya petunjuk (yang harus diikuti) ialah petunjuk Allah, dan (janganlah kamu percaya) bahwa akan diberikan kepada seseorang seperti apa yang diberikan kepadamu, dan (jangan pula kamu percaya) bahwa mereka akan mengalahkan hujahmu di sisi Tuhan-mu"".  Katakanlah, ""Sesungguhnya karunia itu di tangan Allah, Allah memberikan karunia-Nya kepada siapa yang dikehendaki-Nya; dan Allah Maha Luas (karunia-Nya) lagi Maha Mengetahui.""","Dan janganlah kamu percaya selain kepada orang yang mengikuti agamamu. Katakanlah (Muhammad), ""Sesungguhnya petunjuk itu hanyalah petunjuk Allah. (Janganlah kamu percaya) bahwa seseorang akan diberi seperti apa yang diberikan kepada kamu atau bahwa mereka akan menyanggah kamu di hadapan Tuhanmu."" Katakanlah (Muhammad), ""Sesungguhnya karunia itu di tangan Allah, Dia memberikannya kepada siapa yang Dia kehendaki. Allah Mahaluas, Maha Mengetahui.","Dan jangan percaya kecuali bagi mereka yang mengikuti agama Anda, mengatakan bahwa bimbingannya adalah bimbingan Tuhan, bahwa salah satu dari Anda akan diberikan, seperti apa yang Anda miliki, atau Anda akan diberkati yang terbaik dari Tuhan diberikan oleh mereka yang akan mau"
74,يَخْتَصُّ بِرَحْمَتِهِۦ مَن يَشَآءُ ۗ وَٱللَّهُ ذُو ٱلْفَضْلِ ٱلْعَظِيمِ,"Allah menentukan rahmat-Nya (kenabian) kepada siapa yang dikehendaki-Nya, dan Allah mempunyai karunia yang besar.",Dia menentukan rahmat-Nya kepada siapa yang Dia kehendaki. Dan Allah memiliki karunia yang besar.,Dia menyelamatkan rahmatnya
75,۞ وَمِنْ أَهْلِ ٱلْكِتَـٰبِ مَنْ إِن تَأْمَنْهُ بِقِنطَارٍ يُؤَدِّهِۦٓ إِلَيْكَ وَمِنْهُم مَّنْ إِن تَأْمَنْهُ بِدِينَارٍ لَّا يُؤَدِّهِۦٓ إِلَيْكَ إِلَّا مَا دُمْتَ عَلَيْهِ قَآئِمًا ۗ ذَٰلِكَ بِأَنَّهُمْ قَالُوا۟ لَيْسَ عَلَيْنَا فِى ٱلْأُمِّيِّـۧنَ سَبِيلٌ وَيَقُولُونَ عَلَى ٱللَّهِ ٱلْكَذِبَ وَهُمْ يَعْلَمُونَ,"Di antara ahli kitab ada orang yang jika kamu mempercayakan kepadanya harta yang banyak, dikembalikannya kepadamu; dan di antara mereka ada orang yang jika kamu mempercayakan kepadanya satu dinar, tidak dikembalikannya kepadamu, kecuali jika kamu selalu menagihnya.  Yang demikian itu lantaran mereka mengatakan, ""Tidak ada dosa bagi kami terhadap orang-orang umi.""  Mereka berkata dusta terhadap Allah, padahal mereka mengetahui.","Dan di antara Ahli Kitab ada yang jika engkau percayakan kepadanya harta yang banyak, niscaya dia mengembalikannya kepadamu. Tetapi ada (pula) di antara mereka yang jika engkau percayakan kepadanya satu dinar, dia tidak mengembalikannya kepadamu, kecuali jika engkau selalu menagihnya. Yang demikian itu disebabkan mereka berkata, ""Tidak ada dosa bagi kami terhadap orang-orang yang buta huruf."" Mereka mengatakan hal yang dusta terhadap Allah, padahal mereka mengetahui.","۞ dan dari orang -orang Raja, siapa pun yang percaya padanya dengan homoseksualitas yang dia lakukan kepada Anda, dan dari mereka, siapa pun yang percaya pada hutang hutang, tetapi ia tidak akan terpenuhi yaitu bahwa mereka mengatakan: kami tidak dalam buta huruf, dan mereka berkata kepada Tuhan, dan mereka tahu"
76,بَلَىٰ مَنْ أَوْفَىٰ بِعَهْدِهِۦ وَٱتَّقَىٰ فَإِنَّ ٱللَّهَ يُحِبُّ ٱلْمُتَّقِينَ,"(Bukan demikian), sebenarnya siapa yang menepati janji (yang dibuat)nya dan bertakwa, maka sesungguhnya Allah menyukai orang-orang yang bertakwa.","Sebenarnya barang siapa menepati janji dan bertakwa, maka sungguh, Allah mencintai orang-orang yang bertakwa.","Dalam otoritas orang -orang yang memenuhi perjanjian dan ketakutannya, karena Allah mencintai orang benar"
77,إِنَّ ٱلَّذِينَ يَشْتَرُونَ بِعَهْدِ ٱللَّهِ وَأَيْمَـٰنِهِمْ ثَمَنًا قَلِيلًا أُو۟لَـٰٓئِكَ لَا خَلَـٰقَ لَهُمْ فِى ٱلْـَٔاخِرَةِ وَلَا يُكَلِّمُهُمُ ٱللَّهُ وَلَا يَنظُرُ إِلَيْهِمْ يَوْمَ ٱلْقِيَـٰمَةِ وَلَا يُزَكِّيهِمْ وَلَهُمْ عَذَابٌ أَلِيمٌ,"Sesungguhnya orang-orang yang menukar janji (nya dengan) Allah dan sumpah-sumpah mereka dengan harga yang sedikit, mereka itu tidak mendapat bagian (pahala) di akhirat, dan Allah tidak akan berkata-kata dengan mereka dan tidak akan melihat kepada mereka pada hari kiamat, dan tidak (pula) akan menyucikan mereka.  Bagi mereka azab yang pedih.","Sesungguhnya orang-orang yang memperjual belikan janji Allah dan sumpah-sumpah mereka dengan harga murah, mereka itu tidak memperoleh bagian di akhirat, Allah tidak akan menyapa mereka, tidak akan memperhatikan mereka pada hari Kiamat, dan tidak akan menyucikan mereka. Bagi mereka azab yang pedih.","Bagi mereka yang membeli perjanjian Allah dan iman mereka, kemudian beberapa, atau untuk Anda, dan Anda tidak berhasil di dalamnya pada masa Allah. Kepada mereka pada hari keji"
78,وَإِنَّ مِنْهُمْ لَفَرِيقًا يَلْوُۥنَ أَلْسِنَتَهُم بِٱلْكِتَـٰبِ لِتَحْسَبُوهُ مِنَ ٱلْكِتَـٰبِ وَمَا هُوَ مِنَ ٱلْكِتَـٰبِ وَيَقُولُونَ هُوَ مِنْ عِندِ ٱللَّهِ وَمَا هُوَ مِنْ عِندِ ٱللَّهِ وَيَقُولُونَ عَلَى ٱللَّهِ ٱلْكَذِبَ وَهُمْ يَعْلَمُونَ,"Sesungguhnya diantara mereka ada segolongan yang memutar-mutar lidahnya membaca Alkitab, supaya kamu menyangka yang dibacanya itu sebagian dari Alkitab, padahal ia bukan dari Alkitab; dan mereka mengatakan, ""Ia (yang dibaca itu datang) dari sisi Allah"", padahal ia bukan dari sisi Allah.  Mereka berkata dusta terhadap Allah sedang mereka mengetahui.","Dan sungguh, di antara mereka niscaya ada segolongan yang memutarbalikkan lidahnya hanya membaca Kitab, agar kamu menyangka (yang mereka baca) itu sebagian dari Kitab, padahal itu bukan dari Kitab dan mereka berkata, ""Itu dari Allah,"" padahal itu bukan dari Allah. Mereka mengatakan hal yang dusta terhadap Allah, padahal mereka mengetahui.","Dan di antara mereka adalah pemisahan yang sama dengan raja mereka dari Tuhan, dan mereka berkata kepada Tuhan berbohong dan mereka tahu"
79,مَا كَانَ لِبَشَرٍ أَن يُؤْتِيَهُ ٱللَّهُ ٱلْكِتَـٰبَ وَٱلْحُكْمَ وَٱلنُّبُوَّةَ ثُمَّ يَقُولَ لِلنَّاسِ كُونُوا۟ عِبَادًا لِّى مِن دُونِ ٱللَّهِ وَلَـٰكِن كُونُوا۟ رَبَّـٰنِيِّـۧنَ بِمَا كُنتُمْ تُعَلِّمُونَ ٱلْكِتَـٰبَ وَبِمَا كُنتُمْ تَدْرُسُونَ,"Tidak wajar bagi seseorang manusia yang Allah berikan kepadanya Alkitab, hikmah, dan kenabian, lalu dia berkata kepada manusia, ""Hendaklah kamu menjadi penyembah-penyembahku bukan penyembah Allah"".  Akan tetapi (dia berkata), ""Hendaklah kamu menjadi orang-orang rabbānī , karena kamu selalu mengajarkan Alkitab dan disebabkan kamu tetap mempelajarinya.","Tidak mungkin bagi seseorang yang telah diberi kitab oleh Allah, serta hikmah dan kenabian, kemudian dia berkata kepada manusia, ""Jadilah kamu penyembahku, bukan penyembah Allah,"" tetapi (dia berkata), ""Jadilah kamu pengabdi-pengabdi Allah, karena kamu mengajarkan kitab dan karena kamu mempelajarinya!""","Bukan untuk Kabar Baik bahwa Allah, Raja, Putusan, dan Nubuat, lalu berkata kepada orang -orang, Jadilah para pelayan saya tanpa orang yang tanpanya Tuhan, apa yang Anda ajarkan kepada Raja, dan apa yang Anda pelajari"
80,وَلَا يَأْمُرَكُمْ أَن تَتَّخِذُوا۟ ٱلْمَلَـٰٓئِكَةَ وَٱلنَّبِيِّـۧنَ أَرْبَابًا ۗ أَيَأْمُرُكُم بِٱلْكُفْرِ بَعْدَ إِذْ أَنتُم مُّسْلِمُونَ,"dan (tidak wajar pula baginya) menyuruhmu menjadikan malaikat dan para nabi sebagai tuhan.  Apakah (patut) dia menyuruhmu berbuat kekafiran di waktu kamu sudah (menganut agama) Islam?"".",dan tidak (mungkin pula baginya) menyuruh kamu menjadikan para malaikat dan para nabi sebagai Tuhan. Apakah (patut) dia menyuruh kamu menjadi kafir setelah kamu menjadi muslim?,Dan itu tidak memerintahkan Anda untuk mengambil raja dan para nabi ۧ adalah seorang Tuhan
