nomor_ayat,google_translate
100,"۞ Dan barangsiapa yang berhijrah karena Allah, niscaya ia akan menemukan di bumi tempat yang luas dan berlimpah rezeki. Dan barangsiapa yang berhijrah dari kampung halamannya sebagai orang yang berhijrah kepada Allah dan Rasul-Nya, lalu kematian menjemputnya, maka sesungguhnya pahalanya telah ditentukan Allah. Dan Allah Maha Pengampun lagi Maha Penyayang."
101," Dan jika kamu bepergian di muka bumi, tidak ada dosa bagimu untuk mengqadha shalat, jika kamu khawatir orang-orang kafir akan mencelakaimu. Sesungguhnya orang-orang kafir itu adalah musuh yang nyata bagimu."
102,"Dan apabila kamu berada di tengah-tengah mereka dan memimpin mereka dalam shalat, hendaklah sebagian dari mereka berdiri bersamamu dan hendaklah mereka mengambil senjata mereka; dan apabila mereka sujud, hendaklah mereka berada di belakangmu; dan hendaklah datang segerombolan lain yang belum shalat untuk shalat bersamamu dan hendaklah mereka mengambil tindakan pencegahan dan senjata mereka. Orang-orang kafir menginginkan agar kamu mengabaikan [peringatan] dan [kemudian] tidak mengetahui. Senjata-senjatamu dan barang-barangmu, kemudian mereka akan menyerangmu dengan satu serangan. Dan tidak ada dosa bagimu jika kamu diganggu oleh hujan atau kamu sakit sehingga kamu meletakkan senjata-senjatamu dan mengambil tindakan pencegahan. Sesungguhnya Allah telah menyediakan bagi orang-orang kafir itu siksa yang menghinakan."
103,"Maka, jika kamu telah menyelesaikan salat, ingatlah Allah dalam keadaan berdiri, duduk, dan berbaring. Dan jika kamu telah merasa aman, dirikanlah salat. Sesungguhnya salat telah ditetapkan waktunya atas orang-orang yang beriman."
104," Dan janganlah kamu lemah dalam mengejar musuh. Jika kamu menderita, mereka pun menderita sebagaimana kamu menderita. Dan kamu mengharapkan dari Allah apa yang tidak mereka harapkan. Dan Allah Maha Mengetahui lagi Maha Bijaksana."
105,"Sesungguhnya Kami telah menurunkan Kitab (Al-Qur'an) kepadamu dengan sebenarnya, agar kamu dapat memutuskan perkara di antara manusia menurut apa yang telah Allah tunjukkan kepadamu. Dan janganlah kamu menjadi pembela orang-orang yang dusta."
106, Dan mohonlah ampunan kepada Allah. Sesungguhnya Allah Maha Pengampun lagi Maha Penyayang.
107, Dan janganlah kamu berdebat dengan orang-orang yang menipu diri mereka sendiri. Sesungguhnya Allah tidak menyukai orang-orang yang berkhianat dan berdosa.
108," Mereka bersembunyi dari manusia, tetapi tidak bersembunyi dari Allah. Dan Dia beserta mereka ketika mereka merencanakan sesuatu di malam hari yang tidak diridhai-Nya. Dan Allah Maha Meliputi segala perbuatan mereka."
109,"Inilah kalian – kalian berdebat untuk mereka di dunia. Lalu siapakah yang akan berdebat dengan Allah untuk mereka pada Hari Kiamat, atau siapakah yang akan bertanggung jawab atas mereka?"
110," Dan barangsiapa yang mengerjakan kejahatan atau menganiaya dirinya sendiri, kemudian ia memohon ampun kepada Allah, niscaya ia mendapati Allah Maha Pengampun lagi Maha Penyayang."
111," Dan barangsiapa yang berbuat dosa, sesungguhnya dosa itu menimpa dirinya sendiri. Dan Allah Maha Mengetahui lagi Maha Bijaksana."
112," Dan barangsiapa yang mengerjakan suatu dosa atau kejahatan, kemudian ia menyalahkan orang yang tidak bersalah atas perbuatannya itu, maka sungguh, ia telah melakukan kebohongan dan dosa yang nyata."
113,"Seandainya bukan karena karunia dan rahmat Allah atasmu, niscaya sebagian dari mereka bertekad menyesatkanmu. Padahal, mereka tidak menyesatkan kecuali diri mereka sendiri, dan mereka tidak merugikanmu sedikit pun. Allah telah menurunkan Kitab Suci dan hikmah kepadamu, dan mengajarkan kepadamu apa yang belum kamu ketahui. Dan sungguh besar karunia Allah atasmu."
114," ۞ Tidak ada kebaikan dalam sebagian besar percakapan mereka, kecuali percakapan orang yang menyuruh berbuat sedekah, berbuat kebajikan, atau mengadakan perdamaian di antara manusia. Dan barangsiapa yang berbuat demikian karena mencari keridhaan Allah, maka Kami akan memberinya pahala yang besar."
115,"Dan barangsiapa yang menentang Rasul setelah jelas petunjuk baginya dan mengikuti jalan yang bukan jalan orang-orang mukmin, maka Kami berikan kepadanya apa yang telah diambilnya dan Kami masukkan dia ke dalam Jahannam. Dan Jahannam itulah seburuk-buruk tempat kembali."
116," Sesungguhnya Allah tidak mengampuni dosa-dosa yang disekutukan dengan-Nya, tetapi Dia mengampuni dosa-dosa yang kurang dari itu bagi siapa yang Dia kehendaki. Dan barangsiapa yang mempersekutukan Allah, sungguh, ia telah sesat sejauh-jauhnya."
117," Mereka tidak menyembah selain Dia, melainkan tuhan-tuhan perempuan, dan mereka tidak menyembah kecuali setan yang durhaka."
118," Allah mengutuk dia, dan dia berkata, “Sesungguhnya aku akan mengambil dari antara hamba-hambamu suatu bagian tertentu.”"
119,"Dan sungguh Aku akan menyesatkan mereka dan membangkitkan dalam diri mereka angan-angan kosong, dan sungguh Aku akan memerintah mereka, dan mereka akan memotong telinga-telinga binatang ternak, dan sungguh Aku akan memerintah mereka, dan mereka akan mengubah ciptaan Allah. Dan barangsiapa yang menjadikan setan sebagai wali selain Allah, maka sesungguhnya ia telah menderita kerugian yang nyata."
120," Ia memberi janji-janji palsu kepada mereka dan menanamkan harapan palsu pada mereka, padahal setan tidak menjanjikan apa-apa kepada mereka kecuali tipuan belaka."
121," Mereka itu kekal di dalam neraka Jahannam, dan mereka tidak akan mendapat tempat di dalamnya."
122,"Dan orang-orang yang beriman dan beramal saleh, akan Kami masukkan mereka ke dalam surga yang mengalir di bawahnya sungai-sungai, mereka kekal di dalamnya. Janji Allah adalah benar. Dan siapakah yang lebih benar perkataannya daripada Allah?"
123," Itu tidak sesuai dengan keinginanmu, dan tidak pula sesuai dengan keinginan Ahli Kitab. Barangsiapa yang mengerjakan kejahatan, maka ia akan dibalas kejahatannya, dan ia tidak akan memperoleh bagi dirinya seorang pun pelindung dan penolong selain Allah."
124," Dan barangsiapa yang mengerjakan amal saleh, baik laki-laki maupun perempuan, sedang dia dalam keadaan beriman, maka mereka itu akan masuk surga, dan mereka tidak dianiaya sedikit pun."
125,"Dan siapakah yang lebih baik agamanya daripada orang yang menyerahkan wajahnya kepada Allah, sedang dia berbuat baik, dan mengikuti agama Ibrahim dengan penuh keikhlasan? Dan Allah telah mengambil Ibrahim sebagai kekasih-Nya."
126, Kepunyaan Allah-lah apa yang ada di langit dan apa yang ada di bumi. Dan Allah Maha Luas atas segala sesuatu.
127,"Mereka bertanya kepadamu tentang wanita. Katakanlah, ""Allah telah menetapkan hukum-Nya kepadamu tentang mereka, dan apa yang telah dibacakan kepadamu di dalam Kitab, tentang wanita-wanita yatim yang kamu tidak memberikan apa yang diwajibkan kepadanya, dan yang kamu ingin nikahi, dan tentang anak-anak yang lemah, dan bahwa kamu menegakkan keadilan bagi anak-anak yatim. Dan kebaikan apa pun yang kamu kerjakan, sesungguhnya itu adalah dosa besar."" Allah Maha Mengetahui."
128,"Dan jika seorang istri khawatir suaminya akan dianiaya atau ditinggalkan, maka tidak ada dosa bagi mereka jika mereka membuat perjanjian perdamaian di antara mereka - dan perdamaian itu lebih baik, sedangkan jiwa cenderung kikir. Tetapi jika kamu berbuat baik dan bertakwa kepada Allah - maka sesungguhnya Allah Maha Mengetahui apa yang kamu kerjakan."
129," Kalian tidak akan pernah bisa berlaku adil di antara istri-istri kalian, meskipun kalian berusaha keras. Maka janganlah kalian condong sepenuhnya kepada yang satu dan membiarkan yang satu terkatung-katung. Tetapi jika kalian memperbaiki diri dan bertakwa kepada Allah, maka sesungguhnya Allah Maha Pengampun lagi Maha Penyayang."
130,"Tetapi jika mereka berpisah, Allah akan memperkaya masing-masing dari mereka dengan limpahan karunia-Nya. Dan Allah Maha Luas (karunia-Nya) lagi Maha Bijaksana."
131," Kepunyaan Allah-lah apa yang ada di langit dan apa yang ada di bumi. Dan sesungguhnya telah Kami perintahkan kepada orang-orang yang diberi Kitab sebelum kamu dan kepada kamu, agar kamu bertakwa kepada Allah. Tetapi jika kamu kafir, maka sesungguhnya kepunyaan Allah-lah apa yang ada di langit dan apa yang ada di bumi. Dan Allah Maha Kaya lagi Maha Terpuji."
132, Kepunyaan Allah-lah apa yang ada di langit dan apa yang ada di bumi. Dan cukuplah Allah sebagai pengatur segala urusan.
133,"Jika Dia menghendaki, Dia dapat membawa kalian pergi, hai manusia, dan membawa yang lain. Dan Allah senantiasa mampu melakukan itu."
134," Barangsiapa menghendaki pahala dunia, maka di sisi Allah pahala dunia dan akhirat. Dan Allah Maha Mendengar lagi Maha Melihat."
135,"Hai orang-orang yang beriman, jadilah kamu orang-orang yang teguh dalam keadilan, menjadi saksi karena Allah, meskipun terhadap dirimu sendiri, orang tua, dan kerabat. Baik dia kaya maupun miskin, Allah lebih baik bagi keduanya. Maka janganlah kamu mengikuti hawa nafsumu dari keadilan. Dan jika kamu menyimpang atau berpaling, maka sesungguhnya Allah Maha Melihat. Dia Maha Mengetahui apa yang kamu kerjakan."
136,"Wahai orang-orang yang beriman, berimanlah kepada Allah, Rasul-Nya, Kitab yang telah diturunkan-Nya kepada Rasul-Nya, dan Kitab yang telah diturunkan-Nya sebelumnya. Dan barangsiapa yang ingkar kepada Allah, para malaikat-Nya, kitab-kitab-Nya, para rasul-Nya, dan hari akhir, sungguh, ia telah tersesat sejauh-jauhnya."
137," Sesungguhnya orang-orang yang beriman, kemudian kafir, kemudian beriman, kemudian kafir lagi, kemudian bertambah kafir lagi, maka Allah tidak akan mengampuni mereka dan tidak (pula) memberi mereka petunjuk ke suatu jalan."
138, Berikanlah kabar gembira kepada orang-orang munafik bahwa mereka akan mendapat azab yang pedih.
139,"Orang-orang yang menjadikan orang-orang kafir sebagai wali menggantikan orang-orang mukmin. Apakah mereka mencari kemuliaan bersama mereka? Padahal, kemuliaan itu sepenuhnya milik Allah."
140," Dan Dia telah menurunkan kepadamu di dalam Kitab, bahwa jika kamu mendengar ayat-ayat Allah diingkari dan dicemooh, maka janganlah kamu duduk bersama mereka sampai mereka berbicara lagi. Sesungguhnya, kamu akan seperti mereka. Sesungguhnya, Allah akan mengumpulkan orang-orang munafik dan orang-orang kafir ke dalam Neraka, semuanya."
141,"Orang-orang yang mengintaimu—jika kamu memperoleh kemenangan dari Allah, mereka akan berkata, ""Bukankah kami besertamu?"" Dan jika orang-orang kafir mendapat bagian, mereka akan berkata, ""Bukankah kami telah menguasaimu dan melindungimu dari orang-orang mukmin?"" Maka Allah akan mengadili di antara kamu pada Hari Kiamat. Dan Allah sekali-kali tidak akan memberi jalan kepada orang-orang kafir untuk mengalahkan orang-orang mukmin."
142," Sesungguhnya orang-orang munafik itu hendak menipu Allah, padahal Allah-lah yang menipu mereka. Dan jika mereka berdiri untuk salat, mereka berdiri dengan malas, riya kepada manusia, dan tidak mengingat Allah kecuali sedikit."
143,"Berputar-putar di antara mereka, [mereka] tidak termasuk golongan ini dan tidak pula golongan itu. Dan barangsiapa yang disesatkan Allah, maka kamu sekali-kali tidak akan memperoleh jalan baginya."
144," Hai orang-orang yang beriman, janganlah kamu mengambil orang-orang kafir sebagai wali menggantikan orang-orang mukmin. Apakah kamu ingin menjadikan Allah otoritas yang nyata atasmu?"
145, Sesungguhnya orang-orang munafik itu berada di dasar neraka yang paling dalam. Kamu sekali-kali tidak akan memperoleh penolong bagi mereka.
146,"Kecuali orang-orang yang bertaubat, memperbaiki diri, berpegang teguh kepada Allah, dan mengabdikan agamanya kepada Allah dengan tulus. Mereka itu bersama orang-orang yang beriman. Dan Allah akan memberikan pahala yang besar kepada orang-orang yang beriman."
147, Apa yang akan Tuhan lakukan dengan hukumanmu jika kamu bersyukur dan beriman? Dan Tuhan Maha Menghargai dan Maha Mengetahui.
148," ۞ Allah tidak menyukai keburukan yang dibicarakan orang banyak, kecuali oleh orang yang dizalimi. Dan Allah Maha Mendengar lagi Maha Mengetahui."
149," Jika kamu menampakkan suatu kebaikan, atau menyembunyikannya, atau memaafkan suatu kesalahan, maka sesungguhnya Allah Maha Pengampun lagi Maha Kuasa."
150,"Sesungguhnya orang-orang yang kafir kepada Allah dan rasul-rasul-Nya dan hendak membuat perbedaan antara Allah dan rasul-rasul-Nya dan berkata: ""Kami beriman kepada sebagian dan kami ingkar kepada sebagian yang lain,"" dan hendak mengambil jalan di antara keduanya."
151," Mereka itulah orang-orang kafir, sesungguhnya. Dan Kami telah menyediakan bagi orang-orang kafir itu azab yang menghinakan."
152," Dan orang-orang yang beriman kepada Allah dan rasul-rasul-Nya dan tidak membeda-bedakan seorang pun di antara mereka, mereka akan diberi pahala. Dan Allah Maha Pengampun lagi Maha Penyayang."
153,"Ahli Kitab meminta kepadamu untuk menurunkan kepada mereka sebuah kitab dari langit. Padahal mereka telah meminta kepada Musa sesuatu yang lebih besar dari itu, yaitu, ""Tunjukkanlah kepada kami Allah dengan jelas."" Maka petir menyambar mereka karena kezaliman mereka. Kemudian mereka mengambil anak sapi itu setelah datang kepada mereka bukti-bukti yang nyata; tetapi Kami ampuni perbuatan itu. Dan Kami berikan kepada Musa keterangan yang nyata."
154," Dan Kami tinggikan gunung itu di atas mereka karena janji mereka, dan Kami katakan kepada mereka: ""Masuklah ke pintu gerbang itu sambil bersujud."" Dan Kami katakan kepada mereka: ""Janganlah kamu melampaui batas pada hari Sabat."" Dan Kami telah mengambil dari mereka perjanjian yang teguh."
155,"Karena pelanggaran mereka terhadap perjanjian, kekafiran mereka terhadap ayat-ayat Allah, pembunuhan para nabi tanpa alasan yang benar, dan ucapan mereka: ""Hati kami tertutup."" Bahkan Allah telah mengunci mati mereka karena kekafiran mereka, maka mereka tidak beriman, kecuali sedikit saja."
156," Dan karena kekafiran mereka dan karena ucapan mereka terhadap Maryam, suatu kedustaan yang besar."
157,"Dan ucapan mereka, ""Sesungguhnya kami telah membunuh Al-Masih, Isa putra Maryam, Rasulullah."" Padahal mereka tidak membunuhnya dan tidak pula menyalibnya, melainkan diserupakan dengan Isa bagi mereka. Dan sesungguhnya orang-orang yang berselisih tentangnya benar-benar berada dalam keraguan tentangnya. Mereka tidak memiliki pengetahuan tentangnya kecuali mengikuti prasangka. Padahal mereka tidak membunuhnya dengan keyakinan."
158," Sebaliknya, Allah telah mengangkatnya kepada-Nya. Dan Allah Maha Tinggi lagi Maha Bijaksana."
159," Tidak ada seorang pun dari Ahli Kitab, melainkan ia pasti akan beriman kepadanya sebelum kematiannya. Dan pada Hari Kiamat, ia akan menjadi saksi bagi mereka."
160,"Kemudian karena kezaliman orang-orang Yahudi, Kami haramkan bagi mereka sebagian yang baik-baik, padahal sebelumnya telah kami halalkan bagi mereka, dan karena mereka selalu menghalangi (manusia) dari jalan Allah."
161," Dan mereka mengambil riba, padahal mereka dilarang darinya, dan mereka memakan harta orang lain secara batil. Dan Kami telah menyediakan bagi orang-orang kafir di antara mereka azab yang pedih."
162,"Tetapi orang-orang yang mantap ilmunya di antara mereka dan orang-orang yang beriman, yang telah beriman kepada kitab yang diturunkan kepadamu dan kitab yang telah diturunkan sebelum kamu, dan orang-orang yang mendirikan shalat, menunaikan zakat, dan yang beriman kepada Allah dan hari kemudian, mereka itu akan Kami berikan kepada mereka pahala yang besar."
163,"Sesungguhnya Kami telah memberikan wahyu kepadamu, wahai Muhammad, sebagaimana Kami telah memberikan wahyu kepada Nuh dan para nabi setelahnya. Dan Kami telah memberikan wahyu kepada Ibrahim, Ismail, Ishak, Yakub, dan Bani Israil, dan Isa, Ayub, Yunus, Harun, dan Sulaiman. Dan Kami telah memberikan kepada Daud kitab-kitab Zabur."
164," Dan ada utusan-utusan yang telah Kami sebutkan kepadamu sebelumnya, dan ada utusan-utusan yang belum Kami sebutkan kepadamu. Dan Allah telah berbicara kepada Musa dengan perkataan yang langsung."
165,"Para utusan yang membawa kabar gembira dan peringatan, agar tidak ada alasan bagi manusia untuk membantah Allah setelah para utusan itu. Dan Allah Maha Perkasa lagi Maha Bijaksana."
166," Tetapi Allah menjadi saksi atas apa yang telah Dia turunkan kepadamu. Dia menurunkannya dengan ilmu-Nya, dan para malaikat pun menjadi saksi. Dan cukuplah Allah sebagai saksi."
167," Sesungguhnya orang-orang yang kafir dan menghalangi manusia dari jalan Allah, benar-benar telah sesat sejauh-jauhnya."
168," Sesungguhnya orang-orang yang kafir dan zalim, Allah tidak akan mengampuni dosa-dosa mereka dan tidak (pula) memberi mereka petunjuk ke jalan yang lurus."
169,"Kecuali jalan menuju Neraka, tempat mereka kekal di dalamnya. Dan itu, bagi Allah, mudah."
170," Hai manusia, telah datang kepadamu seorang Rasul dengan membawa kebenaran dari Tuhanmu, maka percayalah, itu lebih baik bagimu. Tetapi jika kamu kafir, maka sesungguhnya kepunyaan Allah-lah apa yang ada di langit dan di bumi. Dan Allah Maha Mengetahui lagi Maha Bijaksana."
171,"Wahai Ahli Kitab, janganlah kamu melampaui batas dalam agamamu dan janganlah kamu mengatakan terhadap Allah kecuali yang benar. Sesungguhnya Al-Masih, Isa putra Maryam, itu hanyalah utusan Allah dan kalimat-Nya yang Dia sampaikan kepada Maryam, dan ruh dari-Nya. Maka berimanlah kepada Allah dan para rasul-Nya, dan janganlah kamu mengatakan, ""Tiga."" Berhentilah, itu lebih baik bagimu. Allah itu satu-satunya Tuhan. Maha Tinggi Dia dari memiliki anak. Kepunyaan-Nyalah apa yang ada di langit dan apa yang ada di bumi. Dan cukuplah Allah sebagai Pemelihara."
172,"Sang Mesias tidak akan meremehkan menjadi hamba Allah, begitu pula para malaikat terdekat-Nya. Tetapi siapa pun yang meremehkan ibadah kepada-Nya dan bersikap sombong, Dia akan mengumpulkan mereka semua kepada-Nya."
173," Adapun orang-orang yang beriman dan mengerjakan amal saleh, Allah akan menyempurnakan pahala mereka dan menambah karunia-Nya kepada mereka. Adapun orang-orang yang hina dan sombong, Allah akan menyiksa mereka dengan siksaan yang pedih, dan mereka tidak akan memperoleh pelindung dan penolong selain Allah."
174,"Hai manusia, telah datang kepadamu suatu bukti dari Tuhanmu dan Kami telah turunkan kepadamu cahaya yang terang benderang."
175," Adapun orang-orang yang beriman kepada Allah dan berpegang teguh kepada-Nya, niscaya Allah akan memasukkan mereka ke dalam rahmat dan karunia-Nya serta membimbing mereka kepada-Nya di atas jalan yang lurus."
176,"Mereka meminta pendapat hukum kepadamu. Katakanlah, ""Allah memberimu pendapat hukum tentang orang-orang yang belum mewarisi. Jika seorang laki-laki meninggal dunia dan tidak meninggalkan anak kecuali seorang saudara perempuan, maka saudara perempuannya berhak atas separuh dari harta warisan yang ditinggalkannya, dan laki-laki berhak mewarisi darinya jika ia tidak meninggalkan anak. Jika ada dua saudara perempuan, maka mereka berhak atas dua pertiga dari harta warisan yang ditinggalkannya. Jika ada saudara laki-laki dan saudara perempuan, maka laki-laki berhak atas bagian dari satu saudara perempuan. Dan dua perempuan. Allah menjelaskannya kepadamu, agar kamu tidak tersesat. Dan Allah Maha Mengetahui segala sesuatu."
