nomor_ayat,google_translate
122," Hai Bani Israil, ingatlah akan nikmat-Ku yang telah Aku berikan kepadamu dan ingatlah akan kelebihanku atas seluruh alam."
123,"Dan takutlah kamu kepada suatu hari di mana seseorang tidak dapat memberi ganti rugi kepada seseorang yang lain sedikit pun, dan tidak akan diterima ganti rugi darinya, tidak akan bermanfaat baginya syafaat, dan mereka tidak akan ditolong."
124," ۞ Dan ketika Tuhannya menguji Ibrahim dengan beberapa perintah, lalu dia memenuhinya, Allah berfirman, ""Sesungguhnya, Aku akan menjadikanmu seorang pemimpin bagi manusia."" Ibrahim bertanya, ""Dan tentang keturunanku?"" Allah menjawab, ""Perjanjian-Ku tidak mencakup orang-orang yang zalim."""
125,"Dan ingatlah ketika Kami menjadikan Baitullah (rumah) itu tempat berkumpul bagi manusia dan tempat yang aman, dan mereka menjadikan tempat Ibrahim sebagai tempat shalat. Dan Kami perintahkan kepada Ibrahim dan Ismail, ""Sucikanlah Baitullah (rumah)-Ku bagi orang-orang yang mengelilinginya, orang-orang yang berdiam di dalamnya, dan orang-orang yang ruku' dan sujud."""
126," Dan ingatlah ketika Ibrahim berkata, “Ya Tuhanku, jadikanlah ini kota yang aman dan berikanlah rezeki kepada penduduknya dari buah-buahan - siapa pun di antara mereka yang beriman kepada Allah dan hari kemudian.” Dia berkata, “Dan siapa pun yang kafir, aku akan memberinya kesenangan sebentar; kemudian aku akan memaksanya ke hukuman neraka, dan seburuk-buruk tempat kembali.”"
127,"Dan ketika Abraham dan Ismail sedang membangun fondasi Baitullah, mereka berkata, ""Ya Tuhan kami, terimalah (doa) dari kami. Sesungguhnya Engkau Maha Mendengar lagi Maha Mengetahui."""
128," Ya Tuhan kami, jadikanlah kami umat Muslim dan dari keturunan kami umat Muslim. Tunjukkanlah kepada kami ibadah kami dan terimalah taubat kami. Sesungguhnya Engkau Maha Penerima taubat lagi Maha Penyayang."
129," Ya Tuhan kami, dan utuslah seorang utusan dari kalangan mereka sendiri yang akan membacakan ayat-ayat-Mu kepada mereka, mengajarkan mereka Kitab Suci dan hikmah, serta menyucikan mereka. Sesungguhnya Engkaulah Yang Maha Perkasa lagi Maha Bijaksana."
130,"Dan siapakah yang akan meninggalkan agama Ibrahim, kecuali orang yang menipu dirinya sendiri? Dan sesungguhnya Kami telah memilihnya di dunia, dan sesungguhnya di akhirat ia termasuk orang-orang yang saleh."
131," Ketika Tuhannya berkata kepadanya, “Serah dirilah,” dia berkata, “Sesungguhnya aku telah berserah diri kepada Tuhan semesta alam.”"
132," Dan Ibrahim memerintahkan hal itu kepada anak-anaknya dan Yakub, (dengan berkata), “Hai anak-anakku, sesungguhnya Allah telah memilih agama ini untuk kalian, maka janganlah kalian mati melainkan dalam keadaan muslim.”"
133,"Atau pernahkah kamu menjadi saksi ketika ajal datang kepada Yakub, ketika ia berkata kepada anak-anaknya: ""Apakah yang akan kamu sembah sepeninggalku?"" Mereka menjawab: ""Kami akan menyembah Tuhanmu dan Tuhan nenek moyangmu, yaitu Ibrahim, Ismail dan Ishak, Tuhan yang Esa, dan kepada-Nya kami adalah orang-orang yang berserah diri."""
134," Itulah suatu kaum yang telah berlalu. Bagi mereka apa yang telah mereka usahakan, dan bagi kamu apa yang telah kamu usahakan. Dan kamu tidak akan ditanya tentang apa yang telah mereka kerjakan."
135," Dan mereka berkata, ""Jadilah kamu orang Yahudi atau Nasrani, niscaya kamu akan mendapat petunjuk."" Katakanlah, ""Sebenarnya kami mengikuti agama Ibrahim yang condong kepada kebenaran. Dan dia bukanlah termasuk orang-orang musyrik."""
136,"Katakanlah, ""Kami beriman kepada Allah, kitab-kitab yang diwahyukan kepada kami, kitab-kitab yang diwahyukan kepada Ibrahim, Ismail, Ishak, Yakub, dan bani-bani kami, kitab-kitab yang diberikan kepada Musa dan Isa, dan kitab-kitab yang diberikan kepada para nabi dari Tuhan mereka. Kami tidak membeda-bedakan seorang pun di antara mereka, dan kami adalah orang-orang yang berserah diri kepada-Nya."""
137," Maka jika mereka beriman kepada apa yang kamu imani, maka mereka telah mendapat petunjuk. Jika mereka berpaling, maka sesungguhnya mereka hanyalah orang-orang yang berselisih. Maka Allah akan cukupkan kamu dari mereka. Dan Dia Maha Mendengar lagi Maha Mengetahui."
138,"Pewarna Allah, dan siapakah yang lebih baik dari Allah dalam hal pewarnaan? Dan kita adalah hamba-hamba-Nya."
139," Katakanlah, ""Apakah kamu membantah kami tentang Allah, padahal Dia adalah Tuhan kami dan Tuhanmu? Dan bagi kamilah amal kami, dan bagimulah amal kamu, dan kami hanya mengikhlaskan-Nya."""
140," Atau apakah kamu mengatakan bahwa Ibrahim, Ismail, Ishak, Yakub, dan suku-sukunya adalah orang Yahudi atau Nasrani? Katakanlah, ""Apakah kamu yang lebih mengetahui, ataukah Allah?"" Dan siapakah yang lebih zalim daripada orang yang menyembunyikan kesaksian yang dimilikinya dari Allah? Dan Allah sekali-kali tidak lengah dari apa yang kamu perbuat."
141,"Itulah suatu kaum yang telah berlalu. Bagi mereka apa yang telah mereka usahakan, dan bagi kamu apa yang telah kamu usahakan. Dan kamu tidak akan ditanya tentang apa yang telah mereka kerjakan."
142," Orang-orang yang bodoh di antara manusia akan berkata, ""Apa yang telah memalingkan mereka dari kiblat yang biasa mereka hadapi?"" Katakanlah, ""Kepunyaan Allah-lah timur dan barat. Dia memberi petunjuk kepada siapa yang Dia kehendaki ke jalan yang lurus."""
143,"Dan demikianlah Kami telah menjadikan kamu umat yang adil, agar kamu menjadi saksi atas manusia, dan agar Rasul menjadi saksi atas kamu. Dan tidaklah Kami jadikan kiblat yang biasa kamu tuju, melainkan agar Kami jelaskan siapa yang akan mengikuti Rasul dan siapa yang akan berpaling darinya. Dan sungguh, kiblat itu besar, kecuali bagi orang-orang yang telah diberi petunjuk oleh Allah. Dan Allah tidak akan membiarkan orang-orang yang sesat itu tersesat. Imanmu. Sesungguhnya Allah Maha Pemurah lagi Maha Penyayang terhadap manusia."
144,"Sesungguhnya Kami telah melihat wajahmu condong ke langit, maka Kami pasti akan memalingkanmu ke kiblat yang kamu senangi. Maka, hadapkanlah wajahmu ke arah Masjidil Haram. Di mana pun kamu berada, hadapkanlah wajahmu ke arahnya. Dan sesungguhnya orang-orang yang diberi Kitab Suci mengetahui bahwa Kitab itu benar-benar dari Tuhan mereka. Dan Allah sekali-kali tidak lengah dari apa yang mereka kerjakan."
145,"Dan seandainya kamu datangkan kepada orang-orang yang diberi Kitab Suci segala macam tanda, niscaya mereka tidak akan mengikuti kiblatmu. Kamu juga tidak akan mengikuti kiblat mereka, dan sebagian mereka tidak akan mengikuti kiblat sebagian yang lain. Dan seandainya kamu mengikuti hawa nafsu mereka setelah datang kepadamu ilmu pengetahuan, niscaya kamu termasuk orang-orang yang zalim."
146," Orang-orang yang telah Kami berikan Kitab Suci mengenalnya sebagaimana mereka mengenal anak-anak mereka sendiri. Tetapi sesungguhnya sebagian dari mereka menyembunyikan kebenaran, padahal mereka mengetahuinya."
147," Kebenaran itu datangnya dari Tuhanmu, karena itu janganlah kamu termasuk orang-orang yang ragu."
148,"Dan bagi masing-masing ada kiblatnya, maka bersegeralah kamu untuk berbuat baik. Di mana pun kamu berada, niscaya Allah akan mengumpulkan kamu semuanya. Sesungguhnya Allah Maha Kuasa atas segala sesuatu."
149," Dan dari mana pun kamu keluar, hadapkanlah wajahmu ke arah Masjidil Haram. Sesungguhnya, itu adalah kebenaran dari Tuhanmu. Dan Allah sekali-kali tidak lengah dari apa yang kamu kerjakan."
150,"Dan dari mana pun kamu keluar, hadapkan wajahmu ke arah Masjidil Haram. Dan di mana pun kamu berada, hadapkan wajahmu ke arahnya agar manusia tidak memiliki argumen terhadapmu, kecuali orang-orang yang zalim di antara mereka. Maka janganlah kamu takut kepada mereka, tetapi takutlah kepada-Ku, dan agar Aku menyempurnakan nikmat-Ku kepadamu dan agar kamu mendapat petunjuk."
151," Sebagaimana Kami telah mengutus seorang Rasul dari tengah-tengah kamu, yang membacakan ayat-ayat Kami kepadamu, dan menyucikanmu, dan mengajarkan kepadamu Kitab, Hikmah, dan mengajarkan kepadamu apa yang belum kamu ketahui."
152,"Maka ingatlah Aku, niscaya Aku mengingatmu. Dan bersyukurlah kepada-Ku, dan janganlah kamu mengingkari-Ku."
153," Wahai orang-orang yang beriman, mintalah pertolongan dengan sabar dan salat. Sesungguhnya Allah beserta orang-orang yang sabar."
154," Dan janganlah kamu mengatakan terhadap orang-orang yang gugur di jalan Allah: ""Mereka itu mati."" Bahkan mereka itu hidup, tetapi kamu tidak menyadarinya."
155," Dan sungguh-sungguh akan Kami berikan cobaan kepadamu, dengan sedikit ketakutan, kelaparan, kekurangan harta, jiwa dan buah-buahan. Dan sampaikanlah kabar gembira kepada orang-orang yang sabar."
156, Orang-orang yang ketika tertimpa musibah berkata: “Sesungguhnya kami milik Allah dan kepada-Nyalah kami kembali.”
157,Mereka itulah yang memperoleh keberkahan dan rahmat dari Tuhan mereka. Dan mereka itulah orang-orang yang mendapat petunjuk.
158," Sesungguhnya Safa dan Marwah termasuk syiar Allah. Maka barangsiapa yang berhaji ke Baitullah atau umrah, maka tidak ada dosa baginya untuk berjalan di antara keduanya. Dan barangsiapa yang bersedekah dengan baik, maka sesungguhnya Allah Maha Mensyukuri dan Maha Mengetahui."
159," Sesungguhnya orang-orang yang menyembunyikan apa yang Kami turunkan berupa keterangan-keterangan dan petunjuk, setelah Kami jelaskan kepada manusia dalam Kitab, mereka itu dilaknat oleh Allah dan dilaknat oleh orang-orang yang mengutuk."
160,"Kecuali orang-orang yang bertaubat, memperbaiki diri, dan menyatakan (imannya). Mereka itu, Aku akan menerima taubat mereka, dan Aku Maha Penerima taubat lagi Maha Penyayang."
161," Sesungguhnya orang-orang yang kafir dan mati dalam keadaan kafir, atas mereka kutukan Allah, para malaikat dan manusia semuanya."
162, Mereka akan kekal di dalamnya. Hukuman mereka tidak akan diringankan dan mereka tidak akan diberi tangguh.
163," Dan Tuhanmu adalah Tuhan Yang Maha Esa. Tidak ada Tuhan selain Dia, Yang Maha Pengasih lagi Maha Penyayang."
164,"Sesungguhnya dalam penciptaan langit dan bumi, silih bergantinya malam dan siang, bahtera yang berlayar di laut dengan apa yang bermanfaat bagi manusia, dan apa yang Allah turunkan dari langit berupa air, lalu dengan air itu dihidupkan-Nya bumi setelah mati, dan Dia tebarkan di bumi segala macam binatang melata, dan perputaran angin dan awan yang terkendali antara langit dan bumi, benar-benar terdapat tanda-tanda bagimu. Dan bumi itu merupakan tanda-tanda bagi kaum yang berakal."
165,"Dan di antara manusia ada orang-orang yang menjadikan tandingan-tandingan Allah sebagai milik mereka, mereka mencintai tandingan-tandingan itu sebagaimana mereka mencintai Allah. Tetapi orang-orang yang beriman lebih kuat cintanya kepada Allah. Dan seandainya orang-orang yang zalim itu menyadari, ketika mereka melihat azab, bahwa sesungguhnya kekuatan itu milik Allah dan bahwa Allah amat keras siksaan-Nya."
166," Ketika orang-orang yang diikuti itu berpisah dari orang-orang yang mengikuti, lalu mereka melihat azab, dan terputuslah semua hubungan di antara mereka."
167,"Dan orang-orang yang mengikuti berkata, “Seandainya kami diberi kesempatan sekali lagi, maka kami pun dapat berkhianat kepada mereka sebagaimana mereka pun berkhianat kepada kami.” Demikianlah Allah memperlihatkan kepada mereka perbuatan mereka sebagai penyesalan atas mereka, dan mereka tidak akan keluar dari api neraka."
168," Hai manusia, makanlah yang halal dan baik dari apa pun yang ada di bumi, dan janganlah kamu mengikuti jejak setan. Sesungguhnya setan itu musuh yang nyata bagimu."
169," Dia hanya memerintahkan kamu berbuat jahat dan berbuat maksiat, dan mengatakan terhadap Allah apa yang tidak kamu ketahui."
170,"Dan apabila dikatakan kepada mereka, “Ikutilah apa yang telah diturunkan Allah,” mereka menjawab, “Sebenarnya kami akan mengikuti apa yang kami dapati dilakukan oleh bapak-bapak kami.” Padahal bapak-bapak mereka tidak mengerti sesuatu pun dan tidak pula mendapat petunjuk?"
171," Perumpamaan orang-orang yang kafir adalah seperti orang yang menyeru kepada sesuatu yang tidak mendengar melainkan hanya memanggil dan berteriak, tuli, bisu dan buta, maka mereka tidak mengerti."
172," Hai orang-orang yang beriman, makanlah di antara rizki yang baik-baik yang telah Kami berikan kepadamu, dan bersyukurlah kepada Allah jika hanya kepada-Nya saja kamu menyembah."
173,"Sesungguhnya Allah hanya mengharamkan bagimu bangkai, darah, daging babi, dan hewan yang disembelih atas nama selain Allah. Barangsiapa yang terpaksa, tidak menginginkannya dan tidak pula melampaui batas, maka tidak ada dosa baginya. Sesungguhnya Allah Maha Pengampun lagi Maha Penyayang."
174," Sesungguhnya orang-orang yang menyembunyikan apa yang diturunkan Allah dari Kitab (Al-Qur'an) dan menukarnya dengan harga yang sedikit, mereka itu tidak memasukkan sesuatu pun ke dalam perut mereka kecuali api neraka. Dan Allah tidak akan berbicara kepada mereka pada Hari Kiamat, dan tidak pula akan menyucikan mereka, dan bagi mereka azab yang pedih."
175,"Merekalah yang membeli kesalahan dengan imbalan petunjuk, dan hukuman dengan imbalan ampunan. Maka betapa sabarnya mereka menghadapi siksa neraka!"
176, Yang demikian itu karena Allah telah menurunkan Kitab (Al-Qur'an) dengan membawa kebenaran. Dan sesungguhnya orang-orang yang berselisih tentang Kitab itu benar-benar berselisih paham.
177,"Kesalehan bukanlah menghadapkan wajah ke arah timur atau barat, tetapi kesalehan adalah orang yang beriman kepada Allah, hari akhir, para malaikat, kitab suci, para nabi, dan memberikan harta dengan penuh kecintaan kepada harta tersebut kepada kerabat, anak yatim, orang miskin, dan orang yang sedang dalam perjalanan. Dan orang-orang yang berdoa, memerdekakan budak, mendirikan shalat, menunaikan zakat, dan orang-orang yang menepati janji ketika mereka telah berjanji, dan orang-orang yang sabar dalam kemiskinan, kesulitan, dan peperangan, mereka itulah orang-orang yang benar dan mereka itulah orang-orang yang bertakwa."
178,"Wahai orang-orang yang beriman, diwajibkan atas kalian pembalasan yang sah terhadap orang-orang yang dibunuh: orang merdeka dengan orang merdeka, budak dengan budak, perempuan dengan perempuan. Adapun jika pengampunan dosa orang yang meninggal itu diberikan oleh saudaranya, maka harus ada balasan yang setimpal dan balasan yang baik kepadanya. Yang demikian itu merupakan keringanan dari Tuhanmu dan rahmat. Maka barangsiapa memaafkan (dosa) saudaranya, maka hendaklah ada balasan yang setimpal dan balasan yang baik kepadanya. Yang demikian itu merupakan keringanan dari Tuhanmu dan rahmat. Barangsiapa yang melampaui batas setelah itu, maka baginya azab yang pedih."
179," Dan sebagai balasan itu ada kehidupan bagimu, hai orang-orang yang berakal, agar kamu bertakwa."
180,"Diwajibkan bagi kalian, jika salah seorang di antara kalian meninggal dunia, jika ia meninggalkan harta, untuk berwasiat kepada kedua orang tua dan kerabatnya dengan cara yang dapat diterima. Ini adalah kewajiban bagi orang-orang yang bertakwa."
181," Barangsiapa mengubahnya setelah mendengarnya, maka dosanya hanyalah atas orang yang mengubahnya. Sesungguhnya Allah Maha Mendengar lagi Maha Mengetahui."
182," Tetapi barangsiapa khawatir akan terjadinya kezaliman atau kezaliman dari pihak pewaris, lalu ia mengadakan perdamaian di antara keduanya, maka tidak ada dosa baginya. Sesungguhnya Allah Maha Pengampun lagi Maha Penyayang."
183,"Hai orang-orang yang beriman, diwajibkan atas kamu berpuasa sebagaimana diwajibkan atas orang-orang sebelum kamu agar kamu bertakwa."
184," selama beberapa hari tertentu. Barangsiapa di antara kalian sakit atau sedang dalam perjalanan, hendaklah berpuasa di hari-hari lainnya dengan jumlah yang sama. Dan bagi orang-orang yang mampu ada tebusan, yaitu memberi makan orang miskin. Barangsiapa yang menebar kebaikan, maka itu lebih baik baginya. Dan bagimu berpuasa itu lebih baik bagimu, jika kamu mengetahui."
185,"Bulan Ramadan adalah bulan yang di dalamnya diturunkan Al-Qur'an, sebagai petunjuk bagi manusia dan penjelasan-penjelasan tentang petunjuk dan pembeda. Maka barangsiapa yang melihat hilal di antara kamu pada bulan itu, hendaklah ia berpuasa. Dan barangsiapa yang sakit atau dalam perjalanan, maka berpuasalah di hari-hari lainnya dengan jumlah yang sama. Allah menghendaki kemudahan bagimu dan tidak menghendaki kesulitan bagimu, dan Allah menghendaki agar kamu menyempurnakan jumlah itu dan bertasbih kepada Allah. Allah bersyukur atas apa yang telah Dia berikan kepadamu, dan mudah-mudahan kamu bersyukur."
186,"Dan jika hamba-hamba-Ku bertanya kepadamu [Muhammad] tentang Aku, sesungguhnya Aku dekat. Aku mengabulkan doa orang yang berdoa ketika ia berdoa kepada-Ku. Maka hendaklah mereka mengabulkan doa-Ku dan beriman kepada-Ku agar mereka mendapat petunjuk."
187,"Dihalalkan bagimu pada malam puasa berhubungan intim dengan istri-istrimu. Mereka adalah pakaianmu dan kamu adalah pakaian mereka. Allah mengetahui bahwa kamu telah menipu dirimu sendiri, maka Dia telah menerima taubatmu dan mengampuni kamu. Maka bergaullah dengan mereka dan carilah apa yang telah Allah tetapkan untukmu. Dan makan minumlah hingga terang bagimu benang tabir. Putih (cahaya) dari hitam (benang) fajar, kemudian sempurnakan puasamu hingga malam. Dan janganlah kamu berhubungan intim dengan mereka sementara kamu beribadah di masjid-masjid. Itulah hukum-hukum Allah, maka janganlah kamu mendekati mereka. Demikianlah Allah menjelaskan ayat-ayat-Nya kepada manusia agar mereka bertakwa."
188,"Dan janganlah kamu sebagian kamu memakan harta sebagian yang lain secara batil dan janganlah kamu mengirimkannya kepada para penguasa, dengan maksud hendak memakan sebagian dari harta manusia secara batil, padahal kamu mengetahuinya."
189," Mereka bertanya kepadamu, [wahai Muhammad], tentang hilal. Katakanlah, ""Ia adalah penentu waktu bagi manusia dan bagi haji. Dan bukanlah kebajikan bagimu memasuki rumah-rumah dari belakangnya, tetapi kebajikan itu milik orang yang bertakwa. Dan masuklah ke rumah-rumah dari pintu-pintunya, dan bertakwalah kepada Allah agar kamu beruntung."""
190,"Dan perangilah di jalan Allah orang-orang yang memerangi kamu, tetapi janganlah kamu melampaui batas. Sesungguhnya Allah tidak menyukai orang-orang yang melampaui batas."
191," Dan bunuhlah mereka di mana saja kalian menemukan mereka, dan usirlah mereka dari tempat mereka mengusir kalian. Dan penganiayaan itu lebih buruk daripada pembunuhan. Dan janganlah kalian memerangi mereka di Masjidil Haram sampai mereka memerangi kalian di sana. Jika mereka memerangi kalian, maka bunuhlah mereka. Demikianlah balasan bagi orang-orang kafir."
192," Jika mereka berhenti, maka sesungguhnya Allah Maha Pengampun lagi Maha Penyayang."
193,"Dan perangilah mereka sampai tidak ada lagi penindasan dan agama hanya untuk Allah. Jika mereka berhenti, maka janganlah ada lagi penindasan kecuali terhadap orang-orang yang zalim."
194," Bulan haram itu untuk bulan haram, dan untuk hal-hal yang diharamkan ada balasannya. Maka barangsiapa yang berbuat jahat kepadamu, maka berbuat jahatlah kepadanya sesuai dengan kejahatannya kepadamu. Dan bertakwalah kepada Allah dan ketahuilah bahwa Allah beserta orang-orang yang bertakwa."
195," Dan infakkanlah (hartamumu) di jalan Allah, dan janganlah kamu menjatuhkan diri ke dalam kebinasaan dengan tanganmu sendiri. Dan berbuat baiklah, sesungguhnya Allah menyukai orang-orang yang berbuat baik."
196,"Dan sempurnakanlah haji dan umrah karena Allah. Tetapi jika kamu terhalang, maka [persembahkan] apa yang dapat diperoleh dengan mudah dari hewan kurban. Dan janganlah kamu mencukur rambutmu sebelum hewan kurban mencapai tujuannya. Dan barangsiapa di antara kamu sakit atau memiliki penyakit di kulit kepalanya [harus] mengqadha puasa, sedekah, atau kurban. Tetapi jika kamu telah aman, maka barangsiapa yang menunaikan umrah - [ini adalah] tebusan. Untuk haji, maka persembahan apa pun yang dapat diperoleh dengan mudah. Tetapi barangsiapa tidak dapat menemukannya - maka puasa tiga hari selama haji dan tujuh hari ketika kamu telah kembali. Itu adalah sepuluh hari yang sempurna. Yang demikian itu adalah bagi orang yang keluarganya tidak hadir di Masjidil Haram. Dan bertakwalah kepada Allah dan ketahuilah bahwa Allah sangat keras siksaan-Nya."
197,"Haji itu [di] bulan-bulan yang ma'ruf. Maka barangsiapa yang telah mewajibkan haji atas dirinya di dalamnya, maka tidak ada zina, kefasikan, dan perselisihan selama haji. Dan kebaikan apa pun yang kamu kerjakan, Allah mengetahuinya. Dan bekalilah, sesungguhnya sebaik-baik bekal adalah takut kepada Allah. Dan bertakwalah kepada-Ku, hai orang-orang yang berakal."
198," Tidak ada dosa bagimu untuk mencari karunia dari Tuhanmu. Maka ketika kamu keluar dari Arafah, ingatlah Allah di Masy'ar al-Haram dan ingatlah Dia sebagaimana Dia telah memberi petunjuk kepadamu, meskipun sebelumnya kamu termasuk orang-orang yang sesat."
199,Maka pergilah dari tempat orang-orang pergi dan mohon ampun kepada Allah. Sesungguhnya Allah Maha Pengampun lagi Maha Penyayang.
200," Maka, jika kamu telah menyelesaikan ibadah-ibadahmu, ingatlah Allah sebagaimana kamu mengingat bapak-bapakmu, atau dengan dzikir yang lebih kuat. Tetapi di antara manusia ada yang berdoa, ""Ya Tuhan kami, berilah kami di dunia,"" dan dia tidak akan memperoleh bagian apa pun di akhirat."
201," Dan di antara mereka ada yang berdoa, “Ya Tuhan kami, berikanlah kami kebaikan di dunia dan kebaikan di akhirat dan peliharalah kami dari siksa api neraka.”"
202, Mereka itulah yang mendapat bagian dari apa yang telah mereka usahakan. Dan Allah sangat cepat perhitungan-Nya.
203,"۞ Dan ingatlah Allah pada hari-hari yang telah ditentukan. Barangsiapa bersegera dalam dua hari, maka tidak ada dosa baginya, dan barangsiapa menunda, maka tidak ada dosa baginya, bagi orang yang bertakwa. Dan bertakwalah kepada Allah dan ketahuilah bahwa kepada-Nyalah kamu akan dikumpulkan."
204," Dan di antara manusia ada orang yang ucapannya tentang kehidupan dunia menarik hatimu, dan ia mempersaksikan kepada Allah tentang isi hatinya, padahal dia adalah orang yang paling keras membantah."
205," Dan apabila ia berpaling, ia berusaha keras di seluruh bumi untuk membuat kerusakan di sana dan membinasakan tanaman dan hewan. Dan Allah tidak menyukai kerusakan."
206,"Dan ketika dikatakan kepadanya, ""Bertakwalah kepada Allah,"" kesombongan akan dosa menguasainya. Maka cukuplah baginya neraka Jahannam, dan seburuk-buruk tempat kembali."
207, Dan di antara manusia ada orang yang mengorbankan dirinya karena mencari keridhaan Allah. Dan Allah Maha Baik terhadap hamba-hamba-Nya.
208," Wahai orang-orang yang beriman, masuklah ke dalam Islam secara sempurna dan janganlah kamu mengikuti jejak setan. Sesungguhnya setan itu musuh yang nyata bagimu."
209," Tetapi jika kamu menyimpang sesudah datang kepadamu bukti-bukti yang nyata, maka ketahuilah bahwa Allah Maha Perkasa lagi Maha Bijaksana."
210,"Tidakkah mereka menunggu sesuatu pun, kecuali Allah akan datang kepada mereka di balik awan dan para malaikat, lalu segala urusan diputuskan? Dan kepada Allah-lah segala urusan dikembalikan."
211," Tanyakanlah kepada Bani Israil, berapa banyak mukjizat yang telah Kami berikan kepada mereka. Dan barangsiapa yang mengubah nikmat Allah setelah datang kepadanya, maka sesungguhnya Allah amat keras siksaan-Nya."
212," Kehidupan dunia telah dijadikan indah bagi orang-orang kafir, dan mereka mengejek orang-orang yang beriman. Tetapi orang-orang yang bertakwa kepada Allah akan berada di atas mereka pada Hari Kiamat. Dan Allah memberi rezeki kepada siapa yang Dia kehendaki tanpa perhitungan."
213,"Dahulu kala, manusia adalah satu umat, kemudian Allah mengutus para nabi sebagai pembawa kabar gembira dan pemberi peringatan, dan menurunkan Kitab Suci beserta kebenaran untuk menjadi dasar hukum di antara manusia tentang apa yang mereka perselisihkan. Tidak ada yang berselisih pendapat tentangnya, kecuali orang-orang yang diberi kitab suci setelah datang kepada mereka bukti-bukti yang jelas, karena permusuhan di antara mereka. Maka Allah memberi petunjuk kepada orang-orang yang beriman kepada apa yang dahulu mereka kerjakan. Mereka berselisih pendapat tentang kebenaran dengan izin-Nya. Dan Allah memberi petunjuk kepada siapa yang Dia kehendaki ke jalan yang lurus."
214,"Atau apakah kamu mengira bahwa kamu akan masuk surga, padahal belum datang kepadamu cobaan seperti yang menimpa orang-orang terdahulu sebelum kamu? Mereka telah ditimpa kemiskinan, kesempitan, dan diguncang hingga Rasulullah dan orang-orang yang beriman bersamanya berkata, ""Kapankah datangnya pertolongan Allah?"" Sesungguhnya pertolongan Allah itu dekat."
215," Mereka bertanya kepadamu, [wahai Muhammad], apa yang harus mereka nafkahkan. Katakanlah, ""Apa pun yang kamu nafkahkan dari kebaikan, maka itu untuk kedua orang tua, kerabat, anak-anak yatim, orang-orang miskin, dan orang-orang yang sedang dalam perjalanan. Dan kebaikan apa pun yang kamu kerjakan, sesungguhnya Allah Maha Mengetahui."""
216,"Diwajibkan atas kamu berperang, padahal berperang itu suatu yang kamu benci. Boleh jadi kamu membenci sesuatu, padahal ia baik bagimu; dan boleh jadi kamu menyukai sesuatu, padahal ia amat buruk bagimu. Dan Allah mengetahui, sedangkan kamu tidak mengetahui."
217,"Mereka bertanya kepadamu tentang bulan haram, tentang berperang di dalamnya. Katakanlah, ""Berperang di dalamnya adalah suatu perbuatan besar. Dan menghalangi (manusia) dari jalan Allah, kekufuran kepada-Nya, Masjidil Haram, dan pengusiran penduduknya darinya adalah lebih besar di sisi Allah. Dan penganiayaan itu lebih besar daripada pembunuhan. Dan mereka akan terus memerangi kamu hingga mereka mengembalikan kamu dari agamamu. Jika kamu berpaling, maka mereka termasuk orang-orang yang kafir."" Mereka mampu. Dan barangsiapa di antara kamu yang murtad dari agamanya dan mati dalam keadaan kafir, maka bagi mereka, amal mereka telah sia-sia di dunia dan akhirat, dan mereka itu adalah penghuni neraka; mereka kekal di dalamnya."
218,"Sesungguhnya orang-orang yang beriman, orang-orang yang berhijrah dan berjihad di jalan Allah, mereka mengharapkan rahmat Allah. Dan Allah Maha Pengampun lagi Maha Penyayang."
219," Mereka bertanya kepadamu tentang khamar dan judi. Katakanlah, ""Pada keduanya terdapat dosa besar dan beberapa manfaat bagi manusia, padahal dosa mereka lebih besar daripada manfaatnya."" Dan mereka bertanya kepadamu, apa yang harus mereka nafkahkan. Katakanlah, ""Kelebihannya."" Demikianlah Allah menjelaskan ayat-ayat-Nya kepadamu, agar kamu berpikir."
220,"Di dunia dan akhirat. Dan mereka bertanya kepadamu tentang anak yatim. Katakanlah, ""Perbaikan bagi mereka adalah lebih baik. Tetapi jika kamu bergaul dengan mereka, mereka adalah saudaramu. Dan Allah mengetahui yang merusak dari yang memperbaiki. Dan jika Allah menghendaki, Dia tentu akan menolongmu. Sesungguhnya, Allah Maha Perkasa lagi Maha Bijaksana."""
221,"Dan janganlah kamu menikahi wanita-wanita musyrik sebelum mereka beriman. Dan budak perempuan yang beriman lebih baik dari wanita musyrik, meskipun dia menyenangkanmu. Dan janganlah kamu menikahi pria-pria musyrik sebelum mereka beriman. Dan budak perempuan yang beriman lebih baik dari wanita musyrik, meskipun dia menyenangkanmu. Mereka mengajak ke neraka, sedangkan Allah mengajak ke surga. Dan ampunan dengan izin-Nya. Dan Dia menjelaskan tanda-tanda kekuasaan-Nya kepada manusia, mudah-mudahan mereka mendapat pelajaran."
222,"Mereka bertanya kepadamu tentang haid. Katakanlah, ""Sesungguhnya haid itu suatu hal yang membahayakan, maka jauhilah wanita-wanita saat haid dan janganlah kamu mendekati mereka sebelum mereka suci. Dan apabila mereka telah suci, datanglah kepada mereka dari tempat yang telah Allah tetapkan untukmu. Sesungguhnya Allah menyukai orang-orang yang bertaubat dan menyukai orang-orang yang menyucikan diri."""
223," Istri-istrimu adalah ladang bagimu, maka datanglah ke ladangmu itu sesuka hatimu, dan beramallah untuk dirimu. Dan bertakwalah kepada Allah, dan ketahuilah bahwa kamu akan bertemu dengan-Nya. Dan sampaikanlah kabar gembira kepada orang-orang yang beriman."
